@relation Tweets

@attribute Class {positive,negative}
@attribute Text STRING

@data
positive,'i love_noun brokeback_noun mountain_noun'
negative,'ghost_noun rider_noun 2 pretty_adjective shit_noun i 1st_adjective honesty_noun nd_noun badly_adverb direct_verb shaky_adjective camera_noun style_noun disorientate_verb'
negative,'user_noun u_noun guy_noun gay_adjective'
negative,'user_noun c_noun \'mon_verb leo_noun \'s endymion_noun amsterdam_noun i_noun like_verb amsterdam_noun song_noun shit_noun compare_verb i put_noun'
positive,'user_noun siri_noun amazing_adjective'
negative,'cif_adjective piece_noun not_to_verb funny_adjective i unintentional_adjective sense_noun ironically_adverb humourless_adjective URL'
negative,'i tweet_verb user_noun gary_adjective carter_noun photo_noun facepalm_noun remove_verb mets_noun photo_noun 2nd_verb choice_noun bad_adjective kid_noun hold_verb mets_noun cap_noun'
positive,'twitition_noun mcfly_adverb argentina time_noun not_to mar_noun del plata_noun URL'
positive,'user_noun red_adjective tape_noun \' jersey_noun turn_verb nonunion_adjective relief_noun crew_noun URL user_noun user_noun hmmm'
negative,'good_adjective evening_noun cost_noun warm_adjective pork_noun chop_noun oven_noun wlf_noun'
negative,'kind_noun creepy_adjective search_noun engine_noun user_noun url_noun microsoft'
negative,'user_noun cu_noun'
positive,'whooped_adjective ass_noun kill_noun confirm_verb user_noun user_noun tomorrow_noun makin_verb kat_noun cry_verb gear_verb'
positive,'yay_noun mars_noun come_verb a album_noun december_adjective 11th_adjective i_noun'
positive,'sit_verb work_noun i ferrell_noun boxset_noun put_verb a film_noun a power_noun nap_noun sit_verb sound_noun good_adjective'
negative,'rt_noun user_noun warn_verb iphone_noun apps_noun spontaneously_adverb loose_adjective data_noun be_noun app_noun \'s fault_noun url_noun ios5downgrade'
positive,'kinect_noun learn_verb playful_adjective sesamestreet_noun nationalgeographic_adjective education_noun microsoft_adjective url_noun'
negative,'user_noun suck_verb i not_believe sell_verb online_adjective not_made_noun'
negative,'wilth_noun accessibility_noun mode_noun not_2010 workflow_noun start_noun automatically_adverb sp2010 workflow_noun microsoft_adjective'
positive,'ipads_noun replace_verb bound_verb playbook_noun n_adverb f l_adjective team_noun URL user_noun user_noun'
positive,'dark_adjective side_noun user_noun hey user_noun send_verb a free_adjective iphone_noun i_adverb publicly_adverb ceremoniously_adverb burn_verb blackberry_noun ”'
negative,'user_noun user_noun itunes_noun i store_noun gt_noun authorise…_noun it_noun auto_noun authorise_noun i sign_noun itunes_noun grrrr'
positive,'lady_noun boner_noun channing_verb tatum_noun vow_noun fact_noun i mcdonald_noun \'s breakfast_noun tomorrow_noun user_noun win_verb'
positive,'nick_noun j_noun USER manila_adjective excited_adjective show_noun friday_noun'
positive,'saturday_noun \'s ufc_adjective fuel_noun tv_noun a lot_noun schedule_verb undercard ufc_noun 151 surprise_noun 151 cancel_verb URL'
negative,'user_noun send_verb not_rcve_adjective txts_noun apt_adjective user_noun 4pm exclaims_noun i_verb wait_verb a year_noun phone_noun lmao'
positive,'meet_verb user_noun google_noun hangout wednesday cool_verb meet_verb \'ve_verb cite_verb paper_noun'
positive,'love_verb ios5 awesome_adjective user_noun'
positive,'uh football_noun boy_noun win_verb tomorrow_adverb run_verb becky \'s face_noun not_adverb'
positive,'november_noun birthday_noun month_noun election_noun day_noun a weekend_noun san_noun fran user_noun naples_noun thanksgiving lots_noun friend_noun family_noun'
positive,'finally_adverb bed_noun a long_adjective day_noun accomplished_adjective athens_noun tomorrow_noun'
positive,'user_noun ceo_noun point_noun USER \'corporate_adjective mentor_noun \' user_noun signups_noun triple_adjective URL'
positive,'paper_noun finish_verb cma_noun \'s blake_noun miranda_noun dominate_verb accounting_noun hw_noun push_verb wednesday_adverb bed_noun happy_adjective'
positive,'ticket_noun leave_verb user_noun game_noun tomorrow_noun not_adverb rematch_verb nfc_adjective championship_noun game_noun ny_noun giant_noun hit_verb'
positive,'watch_verb vow_noun a friday_adjective night_noun cheer_noun cancel_verb plan_noun sickness'
negative,'piss_verb design_noun keyboard_noun user_noun have_verb a home_noun key_noun work_verb cli i key_noun'
positive,'love_noun ios5 easter_adjective eggs_noun pull_verb middle_adjective top_adjective bottom_noun pull_verb awesome_adjective feature_noun user_noun lovemyiphone_noun'
negative,'a family_noun member_noun friend_noun fan_noun austin_noun river_noun not_to unfollow_adjective ugly_adjective'
positive,'safe_adjective sound_noun 57th_adjective 11th_adjective hope_verb clean_adjective sandy_adjective quickly_adverb path_noun love_noun'
positive,'goodnight_adjective bot_noun tomorrow_adverb remember_verb 106 park_noun mobo_noun twitter_verb chat david_adjective letterman_noun user_noun good_adjective day_noun bot_noun'
negative,'microsoft_adjective update_noun slow_adjective URL'
negative,'thursday_adverb not_adverb exciting_adjective waterloo_noun road_noun stop_verb'
positive,'mad_adjective props_noun USER employee_noun charge_noun replace_verb plate_noun iphone_noun day_noun'
positive,'daniel_noun good_adjective humored_adjective comedy_noun show_noun indiana_noun gov_noun mitch_noun daniel_noun a good_adjective sport_noun thursday_adverb appear_verb t_noun URL'
positive,'user_noun swype_noun iphone_noun crack_noun iphone_noun'
negative,'rt_noun user_noun user_noun fix_noun ios5_verb week_noun i \'m_verb buy_verb a droid_noun emptythreats_noun'
negative,'user_noun suck_noun fuck_verb iphones_noun glad_adjective \'s i_noun service_noun fuck_verb terrible_adjective'
positive,'eric_adjective arc_noun elliott_noun rapper_noun flatbush_noun zombie_noun'
negative,'giant_noun 3rd_adjective pick_noun fail_verb drug_noun test_noun nfl_adjective combine_noun jayron_noun holsey_noun know_verb hurt_verb bec_verb URL newyork_noun sport_noun'
negative,'apple_noun not_innovate_noun manage_verb supply_noun chain_noun not_ca october_verb 04 apple_noun ceo_noun tim_noun cook_noun speak_verb not_introducing_noun i'
negative,'ohh i think_verb im not_5th_adjective textUSER_noun bro_noun user_noun user_noun \'s twitter_noun lurk_verb 4th_adjective tweet_noun'
positive,'patrick_noun roy_noun \'s game_noun a canadien_noun selection_noun weekend_noun \'s hnic_adjective rewind_noun'
positive,'ice_noun cream_noun sandwich_noun u r_adjective delicious_adjective ditch_noun iphone_noun u_noun \'s google_adjective launch_noun android4 aka_adjective icecreamsandwich_noun'
negative,'protest_noun mitch_noun daniel_noun purdue_adjective presidential_adjective nomination_noun tomorrow_noun user_noun theater_noun 2 30 pm_noun bring_verb a friend_noun soapurdue_noun'
positive,'wow_noun great_adjective deal_noun refurbed_verb ipad_noun gen_noun model_noun rt_verb apple_noun offer_verb great_adjective deal_noun refurbish_verb 1st_adjective gen_noun ipads_verb url_noun user_noun'
negative,'i apple_noun updater stop_noun ram_noun itunes throat_noun i_verb not_adverb a pissing_noun iphone_noun USER'
positive,'microsoft_adjective explain_verb improvement_noun windows_noun 8 start_noun screen_noun search_noun url_noun buildingwindows8 user_noun tech_noun microsoft'
negative,'google_adjective whoring_noun samsung_noun ic_noun'
positive,'beauty_noun a day_noun athens_verb greece_noun i trust_noun \'ll exceptional_adjective friday world_noun love_noun'
negative,'rt_noun user_noun koers_verb google_adjective apps_noun microsoft_adjective office_noun 365 clear_adjective google_noun apps top_adjective choice_noun URL'
positive,'laugh_verb spartacus_adjective max_noun caroline_noun \'s comedy_noun club_noun wednesday october_adjective 24th_adjective url_noun'
positive,'a taste_noun google_noun \'s ice_noun cream_noun sandwich_noun i_verb not_a bite_noun'
negative,'damn user_noun'
positive,'soul_noun train_noun oct_noun 27 halloween special_adjective ft_noun t_noun dot_verb fine_adjective rock_verb mic_adjective crazy_adjective cactus_noun night_noun club_noun adv_noun ticket_noun 10 wt_noun costume_noun 15'
positive,'mmmm_noun ice_noun cream_noun sandwich_noun android google_noun'
positive,'user_noun i hope_noun care_noun eli_noun man_verb giant_noun pittsburgh_adjective sunday_noun nfl_noun'
negative,'microsoft_adjective outlook_noun 2011 mac_noun suck_verb …_adjective hate_noun'
negative,'glass_noun rising_noun \'s getting_noun warmer_noun lago_adverb del desierto_noun argentina_noun URL'
negative,'rt_noun user_noun face_noun unlock_noun ic_noun literally_adverb face_verb google_adjective galaxynexus_noun fail_verb'
negative,'user_noun inmates_verb settle_verb night_noun warden_noun emotionally_adverb drain_verb big_adjective hug_adjective tucking_noun night_noun'
positive,'brokeback_noun mountain_noun beautiful_adjective'
positive,'people_noun worth_adjective i love_noun da vinci_noun code_noun'
negative,'user_noun care_noun carling_verb cup_noun save looserpool_noun yeah_noun lose_verb i_adverb not_adverb cry_verb night_noun long_adverb wednesday night_noun'
negative,'nokia_noun employee_noun worry_verb elop_verb a microsoft_adjective mole_noun URL microsoft_adjective windows_noun'
negative,'ruby_noun not_adverb breakfast_noun tomorrow_noun drop_verb harold_verb washington'
negative,'aston villa_noun a win_verb game_noun norwich_adjective city_noun tomorrow_noun lunchtime_noun win_verb mighty_adverb fall_verb'
negative,'apple_noun eclipse_verb microsoft_adjective URL'
positive,'i cut_verb 6th_adjective period_noun kevin_verb not_have art_noun im a good_adjective friend_noun'
negative,'awww_adjective hell_noun a black_adjective cop_noun shoot_verb white_adjective at_noun south_adverb alabama_adjective \'s march_noun naked_adjective mobile_adjective trayvon_noun i_noun gil_noun'
positive,'lemon_noun tea_noun lemonade_noun coke_noun pepsi_noun 2nd_adjective favorite_noun unhealthy_adjective i not_not_stop_adjective drinking_noun \'re_verb good_adjective'
positive,'user_noun io_noun 5 sweet_adjective notification_noun phone_verb search_noun cover_verb mail_noun wifi_noun sync_noun icloud_adjective backup_adjective integrated_adjective twitter_noun'
positive,'yumyumyum_noun i_noun notice_noun cream_noun sandwich_noun google_noun android'
negative,'url_noun visit_noun iran_noun euro_noun mps_noun call_verb sit_verb tehran_noun refuse_verb meet_verb a jailed_adjective activist_noun'
positive,'rehearsal_adjective wedding_noun cuz_noun USER a dusty_adjective pro_noun bowl_noun big_adjective day_noun tomorrow_noun'
negative,'user_noun user_noun chipsets_noun tear_verb battery_noun life_noun coworker_noun a htc_noun thunderbolt_noun 3 hours_noun life_noun'
negative,'rt_noun user_noun facebook_noun google_noun wrong_adjective URL'
positive,'happy_adjective valentine_noun day_noun 3 brazil_noun celebrate_verb june_noun 12 mind_noun blow_verb'
positive,'i crazy_adjective ios5 photo_noun cropping_noun USER'
negative,'stay_verb tahrir_adjective sq_noun \'infringing \' right_noun \' deny_verb work_noun u not_leave u_noun occupyauc_noun aucstrike_noun 1 2'
positive,'good_adjective god_noun camera_noun app_adjective icecream_noun sandwich_noun amazing_adjective camera_noun fast_adjective samsung_adjective google_adjective android_noun galaxynexus_noun'
negative,'rdm_noun believe_verb night_noun prove_verb sunday_noun \'s defeat_noun unjust i \'m_verb surprised_adjective xi_noun twat_noun sunday_noun'
negative,'a superbowl_noun dallas dallas_noun win_verb a superbowl_noun not_with_noun quarterback_noun owner_noun user_noun user_noun'
positive,'30 second_noun mars_noun mcr_verb dead_adjective i kill_noun use_noun earth_noun'
positive,'gem_noun microsoft_adjective curate_adjective personal_adjective history_noun project_noun greenwich_adjective month_noun URL'
negative,'pakistan_adjective news_noun procter_noun gamble_noun sales_noun fall_verb 6 7 p_noun g_noun net_adjective earnings_noun quarter_noun september_noun 30 fell_verb URL'
negative,'user_noun think_verb make_verb siri_noun totally_adverb not_adverb a network_noun connection_noun siri_noun USER utter_adjective frustration_noun'
negative,'twitter_noun y_noun facebook_noun'
negative,'\'s laughable_noun file_noun google_adjective encrypt_adjective search_noun result_noun u_adverb log_verb maximize_verb data_noun collection_noun'
positive,'user_noun i tang_noun jun_noun christmas_verb i not_him valentines'
positive,'cry_verb episode_noun dream_noun high_adjective 2 start_verb episode_noun 13 t_noun t_noun tomorrow_noun i watch_verb final_adjective episode_noun'
positive,'life_noun day_noun awesome_adjective pretend_adjective facebook_noun ferrell_noun'
positive,'user_noun kaaaaarrraaa_noun'
positive,'rt_noun user_noun user_noun iphone_verb a addicted_adjective user_noun club_noun'
negative,'not_to_noun learn_verb trick_noun not_adverb latest_adjective USER_adjective tutorial_noun maker_noun geek_noun URL'
negative,'user_noun da fuck_adjective shit_noun URL'
positive,'delighted_adjective jena_noun \'re_verb boy_noun girl_noun nffc'
positive,'georgetown_adjective move_noun tomorrow_noun'
positive,'user_noun user_noun iphone4s_verb siri_noun'
negative,'totally_adverb unproductive_adjective day_noun access_noun microsoft_adjective excel_adjective word_noun aaargh work_verb late_adverb tonight_adverb hubby_adjective fix_noun fingerscrossed_verb'
negative,'correction_noun user_noun buy_verb kudos_noun chris_verb user_noun ranch_noun s_verb a tx_noun fix_verb issue_noun resolve_verb 1 2 day_noun w user_noun user_noun hero_noun day_noun'
positive,'indio_noun cv_verb tomorrow_adverb bell_noun game_noun'
positive,'mizzou_noun beat_verb kentucky_adjective 2 1 tigers_noun advance_adjective face_noun top_noun seed_noun florida_noun semis_verb friday 6 30 p_noun m_noun'
negative,'user_noun time_noun facetime_noun i_noun show_noun god_noun child_noun eggbabies_noun'
positive,'google_adjective samsung_adjective galaxy_noun nexus_adjective ic_noun press_noun release_noun i \'ll regular_adjective tweeting_noun interval_noun i it_noun'
negative,'user_noun predict_verb winter_noun classic_adjective star_noun game_noun cancel_verb upcoming_verb monday_noun fuck_noun endthelockout_noun'
negative,'fabio_noun capello_noun russia_noun \'s head_noun coach_noun wish_verb not_adverb \'s injury_noun russia_noun play_noun portugal_noun tomorrow_noun wcq_noun'
negative,'lose_verb ss_noun shirt_noun i \'m_verb gonna_verb wear_noun ss_noun jacket_noun tomorrow_noun b_noun'
positive,'not_adverb a runner_noun 2nd matter_noun hitter_noun'
negative,'trouble_noun i pad_noun twitter app_noun updating_noun user_noun i_verb notify_verb see_noun app_noun'
negative,'a shit_noun bar_noun arm_noun stamp_verb u wake_verb tomorrow_noun print_noun arm_noun a twat_noun'
positive,'cfc_adjective user_noun premier_noun league_noun ea_noun sport_noun player_noun performance_noun index_noun score_noun 217 1st place_noun matamagic_noun'
negative,'user_noun user_noun keyboard_noun type_noun'
positive,'mmm_adjective smarterphone_adjective rt_noun USER introduce_verb ice_noun cream_noun sandwich_noun delicious_adjective version_noun android url_noun ic_noun google_noun'
positive,'user_noun potus_noun win_verb 2nd term_noun not_that_adjective nj_noun gov_noun gonna_verb bash_verb state_noun shape_noun 2 2'
positive,'snow_noun cancelling_noun class_noun today_adverb stop_verb snow_verb i drive_noun chapel_noun hill_noun tomorrow_noun i \'d'
positive,'user_noun answer_noun i_noun \'s wp8 a call_noun 3rd_adjective p_noun apps_noun intent_noun android i wanna switch_noun wp_noun'
positive,'love_noun dance_noun i hope_noun support_verb saturday_noun info flyer_noun URL'
negative,'read_verb sun_noun watch_verb jeremy_noun kyle_noun wrong_adjective work_noun ashamed_adjective'
negative,'i upset_adjective inconvenienced_adjective iphone_noun update_noun fail_verb backup_adjective user_noun user_noun'
positive,'url_noun sexy_adjective not_about_noun theeuropeandream indianapolis_verb friday_noun sunday_noun'
negative,'user_noun jenelle_noun mistake_noun time_noun change_verb a person_noun late_adjective fuckhead_noun'
negative,'damn_adjective work_noun i not_had_adjective chance_noun call_noun martin_verb poem_noun i_verb tomorrow_noun'
negative,'hey user_noun i steve_noun job_noun die_verb twitter_adverb ipad_adjective app_noun crash_verb fix_noun lol f_noun light_noun'
negative,'i watch_noun oscar_noun seth macfarlane_noun hosting_noun i_verb actively_adverb campaign_noun people_noun not_adverb'
positive,'galaxy_noun nexus_adjective os_noun improvement_noun data_noun usage_noun tool_noun inbuilt_verb nexus_adjective samsung_adjective google_noun android bit_noun ly_adverb nejbye_noun'
negative,'wow_adjective worst_adjective user_noun customer_noun service_noun experience_noun not_and inept_adjective bad_adjective combo_noun biltmore apple_noun store_noun'
negative,'today_noun april_verb 17th_adjective palestinian_adjective prisoner_noun \'s day_noun ironically_adverb day_noun israel_verb claim_verb release_noun khader_noun adnan_noun action_noun'
negative,'USER_adjective apple_noun io_noun 5 lose_verb contact_noun'
positive,'wp7 microsoft_adjective claw_noun smartphone_verb relevance_noun rich_adjective jaroslovsky_adjective bloomberg_noun url_noun user_noun'
negative,'damn_adjective user_noun whatchu phone_noun'
positive,'gotta_verb a boyfriend_noun december_noun \'ll good_adjective mend_verb time_noun valentine_noun \'s day_noun lol_noun i'
positive,'twitter_noun i love_noun'
negative,'user_noun user_noun iphones_verb r_noun 2 expensive_adjective w_noun htc_noun galaxy_noun customer_noun loyalty_noun w_verb phone_noun comp_noun'
positive,'word_noun wow_adjective rt_noun user_noun iphone_verb 4s_adjective weekend_noun sales_noun top_verb million url_noun user_noun'
positive,'company_noun experience_verb customer_noun service_noun user_noun user_noun'
negative,'okc_adjective thunder_noun center_noun kendrick_noun perkins_noun preseason_noun due_adjective a wrist_noun injury_noun'
positive,'yay_noun page_noun ferrell_noun \'s funny_adjective die_noun 24th_adjective time_noun check_noun URL'
positive,'busy_adjective i \'m_verb excite_verb tomorrow_noun cebu_noun'
positive,'i forgettin i_adjective twitter_noun lol_noun'
negative,'user_noun i not_to 5th_adjective ave_adjective store_noun tell_verb i wait_verb 4 hours_noun a 4s_adjective needless_adjective i \'m_verb hotel_noun relax_verb'
negative,'people_noun talkin_noun shit_noun wait_verb i \'ll huntsville_verb tomorrow_noun'
positive,'saturday_noun fort_noun canning_noun sweetheart_noun yay_noun'
positive,'url_noun google_adjective builtin_noun os_noun nexus_adjective line_noun smart_adjective move_noun'
positive,'i remember_verb \'niggas paris_noun \' a song_noun delight_verb a saturday_noun positivetroll_noun'
positive,'\'re_verb a featured_adjective education_noun apps_noun USER website_adjective today_noun sweet_adjective URL'
negative,'navi_noun rabbit_noun spay_noun tues_noun \'s a phantom_noun pregnancy_noun timing_noun mean_verb day_noun bunwatch_noun raspberry_noun pi_noun city_noun'
positive,'icecreamsandwich_adjective way_noun i expect_verb wait_noun nexus_adjective play_noun google_noun'
positive,'nigga_noun paris_noun play_verb wait_verb room_noun clinic_noun lady_noun sit_verb tap_verb walk_verb stick_noun bob_verb head_noun cute_noun'
positive,'google_adjective url_noun user_noun good_adjective bing_noun microsoft_adjective s_noun investment_noun pay_verb'
positive,'west_noun ham_noun score_verb times_noun andy_adjective carroll_noun \'s start_noun not_adverb scoring \'s making_noun easy_adjective score_noun'
negative,'hold_verb user_noun customer_noun service_noun 25 minutes_noun wow_adjective lt_noun \'s \'re_verb timewarnercable_noun'
negative,'ecuador_noun worry_verb assange_noun \'s health_noun ecuador_noun concern_verb health_noun wikileaks_noun founder_noun jul_noun URL'
positive,'brandon_noun weeden_noun a player_noun \'s right_noun ron_noun jaworski_noun sunday_noun nfl_noun countdown_noun countdowntokickoff_noun'
negative,'u dine_verb a customer_noun u_noun shoukd explain_verb abt solution_noun m lean_adjective concept_noun microsoft_adjective fail_verb'
positive,'october_adjective 17th_adjective november_noun 3rd_verb not_miss_adjective company_noun fool_noun performance_noun woman_noun black_adjective URL'
positive,'tonight_noun \'s decider_noun i_noun garden_noun friday night_noun knicks_verb heat_noun game_noun 6 \'s hope_verb a miracle_noun'
positive,'omg_noun android 4 0 sdk_adjective user_noun google_noun'
positive,'richard_adjective wright_adjective man_noun city_noun sign_verb amateur_noun footballer_noun'
negative,'nots attention_noun frankie_noun feel_verb a forget_verb stepchild_noun let_verb \'founding_adjective father_noun \' forget_verb 2nd place_noun'
negative,'post_noun night_noun anonymous_adjective id_noun excv6jkr_noun 11 02 12 fri_noun 00 52 39 not_434329650_noun thread_noun watch_verb a monkey_noun fuck_verb a coconut_noun'
positive,'user_noun store_noun amazing_adjective call_noun wait_verb music_noun need_noun'
positive,'apply_verb a job_noun USER hope_noun call_noun lol_noun'
positive,'user_noun happy_adjective thursday enjoy_verb show_noun night_noun watch_verb 4x thankyoutimeshifting a great_adjective day_noun greek_noun'
positive,'rt_noun user_noun url_noun ipads_verb desire_verb windows_noun tablet_noun study_noun apple_noun microsoft_adjective ms_noun'
positive,'muse_noun jonathan ross_adjective not_we_adjective exciting_adjective news_noun muse_noun announce_verb monday_adjective gotham_noun record_noun'
positive,'flight_noun star_verb denzel_noun washington a good_adjective ass_noun movie_noun tomorrow_noun'
negative,'bad_adjective user_noun camera_noun compact_adjective flash_noun cards_noun one_noun sd_verb sd_adjective user_noun computer_noun damn_noun'
positive,'richie_adjective hawtin_noun monday_noun night_noun buffalo_noun town_noun ballroom_noun not_adverb'
positive,'i \'m_verb ready_adjective ice_noun cream_noun sandwich_noun ic_noun nexus_adjective google_adjective android siriwho_adverb url_noun user_noun android'
