@relation Tweets

@attribute Class {positive,negative}
@attribute Text STRING

@data
positive,'dark side 📱“USER hey USER send a free iphone i publicly ceremoniously burn blackberry ”'
negative,'USER USER itunes i store gt authorise… not auto authorise i sign itunes grr'
positive,'lady boner channing tatum vow fact i mcdonald \'s breakfast tomorrow USER winning'
positive,'nick j USER manila excited show friday'
positive,'saturday \'s ufc fuel tv a lot scheduled undercard ufc 151 not surprise 151 cancelled URL'
negative,'USER send not rcve txts apt USER 4pm exclaims i waited a year phone lmao'
positive,'met USER google hangout wednesday cool meet \'ve cited paper HAPPYSMILEY'
positive,'loving ios5 awesome USER'
positive,'uh football boys win tomorrow run becky \'s face not'
positive,'november birthday month election day a weekend san fran USER naples thanksgiving lots friends family yes'
positive,'finally bed a long day accomplished athens tomorrow'
positive,'USER ceo points USER \'corporate mentor \' USER signups triple URL'
positive,'paper finished cma \'s blake miranda dominated accounting hw pushed wednesday bed happy HAPPYSMILEY'
positive,'ticket left USER game tomorrow not rematch nfc championship game ny giants hit'
positive,'watching vow a friday night cheers cancelled plans sickness'
negative,'pissed designs keyboards USER not a home key working cli i keys'
positive,'love ios5 easter eggs pull middle top bottom pulls awesome feature USER lovemyiphone'
negative,'a family member friend fan austin rivers unfollow ugly'
positive,'safe sound 57th 11th hoping clean sandy quickly path love'
positive,'goodnight bots tomorrow remember 106 park mobo twitter chat david letterman USER good day bots'
negative,'microsoft update slow SADSMILEY URL'
negative,'thursday not exciting waterloo road stopped'
positive,'mad props USER employee not charge replace plate iphone day'
positive,'daniels good humored comedy show indiana gov mitch daniels a good sport thursday appeared t URL'
positive,'USER swype iphone crack iphone'
negative,'rt USER USER not fix ios5 week i \'m buying a droid emptythreats'
negative,'USER suck fucking iphones glad \'s i service fucking terrible'
positive,'eric arc elliott rapper flatbush zombies'
negative,'giants 3rd pick failed drug test nfl combine jayron holsey knew hurt bec URL newyork sports'
negative,'apple not innovate manage supply chain not ca october 04 apple ceo tim cook speaks event introducing i'
negative,'ohh i thought im 5th textUSER bro USER USER \'s twitter lurking 4th tweet'
positive,'patrick roy \'s game a canadien selections weekend \'s hnic rewind'
positive,'ice cream sandwich u r delicious ditch iphone u \'s google launches android4 aka icecreamsandwich HAPPYSMILEY'
negative,'protest mitch daniels purdue presidential nomination tomorrow USER theater 2 30 pm bring a friend soapurdue'
positive,'wow great deals refurbed ipad gen models rt apple offers great deals refurbished 1st gen ipads URL USER'
negative,'i apple updater stop ram itunes throat i not a pissing iphone USER'
positive,'microsoft explains improvements windows 8 start screen search URL buildingwindows8 USER tech microsoft'
negative,'google whoring samsung ics'
positive,'beauty a day athens greece i trust \'ll exceptional friday world love'
negative,'rt USER koers google apps microsoft office 365 clear google apps top choice URL'
positive,'laughs spartacus max caroline \'s comedy club wednesday october 24th URL'
positive,'a taste google \'s ice cream sandwich i a bite'
negative,'damn USER'
positive,'soul train oct 27 halloween special ft t dot finest rocking mic crazy cactus night club adv ticket 10 wt costume 15'
positive,'mm ice cream sandwich android google'
positive,'USER i hope care eli manning giants pittsburgh sunday nfl'
negative,'microsoft outlook 2011 mac sucks … hate'
negative,'glass rising \'s not warmer lago del desierto argentina URL'
negative,'rt USER face unlock ics literally face google galaxynexus failed'
negative,'USER inmates settled night warden emotionally drained big hug tucking night'
positive,'brokeback mountain beautiful'
positive,'people worth i love da vinci code'
negative,'USER not care carling cup save looserpool yeah lose i not crying night long wednesday night'
negative,'nokia employees worried elop a microsoft mole URL microsoft windows'
negative,'ruby not breakfast tomorrow dropped harold washington'
negative,'aston villa a win game norwich city tomorrow lunchtime win mighty fallen'
negative,'apple eclipsed microsoft URL'
positive,'i cut 6th period kevin not art im a good friend'
negative,'aww hell a black cop shot white student south alabama \'s march naked mobile trayvon i gil'
positive,'lemon tea lemonade coke pepsi 2nd favorites unhealthy i not not stop drinking \'re good'
positive,'USER ios 5 sweet notifications phone search covers mail wifi sync icloud backup integrated twitter'
positive,'yumyumyum i ice cream sandwich google android'
negative,'URL visit iran euro mps called sat tehran refused meet a jailed activist'
positive,'rehearsal wedding cuz USER a dusty83 pro bowl big day tomorrow'
negative,'USER USER chipsets tear battery life coworker a htc thunderbolt 3 hours life'
negative,'rt USER facebook google wrong URL'
positive,'happy valentines day 3 yes brazil celebrated june 12 mind blown'
positive,'i crazy ios5 photo cropping USER'
negative,'staying tahrir sq \'infringing \' rights \' denying work u not leave u occupyauc aucstrike 1 2'
positive,'good god camera app icecream sandwich amazing camera fast samsung google android galaxynexus'
negative,'rdm believes night proves sunday \'s defeat unjust i \'m surprised xi not twat sunday'
negative,'a superbowl dallas dallas not winning a superbowl not quarterback owner USER USER'
positive,'30 seconds mars mcr dead i kill not earth'
positive,'gem microsoft curate personal history project greenwich month URL'
negative,'pakistan news procter gamble sales fall 6 7 HAPPYSMILEY g net earnings quarter september 30 fell URL'
negative,'USER thinking making siri totally dependent a network connection siri USER utter frustration'
negative,'twitter y facebook'
negative,'\'s laughable file google encrypt search results u logged maximize data collection'
positive,'USER i tang jun christmas i valentines'
positive,'cried episode dream high 2 starting episode 13 t t tomorrow i watch final episode'
positive,'life day awesome pretend facebook ferrell'
positive,'USER kaarraa HAPPYSMILEY'
positive,'rt USER USER iphone a addicted USER club'
negative,'learn tricks not check latest USER tutorial not makers geek URL'
negative,'USER da fuck shit URL'
positive,'delighted jenas \'re boys girls nffc'
positive,'georgetown move tomorrow HAPPYSMILEY'
positive,'USER USER iphone4s siri'
negative,'totally unproductive day not access microsoft excel word aargh working late tonight hubby fixes fingerscrossed'
negative,'correction USER buy kudos chris USER ranch s a tx fixed issues not resolve 1 2 day w USER USER hero day'
positive,'yes indio cv tomorrow bell game'
positive,'mizzou beats kentucky 2 1 tigers advance face top seed florida semis friday 6 30 p m'
negative,'USER time facetime i show god children eggbabies'
positive,'google samsung galaxy nexus ics press release i \'ll regular tweeting intervals HAPPYSMILEY i'
negative,'USER predicted winter classic star game cancelled upcoming monday fuck endthelockout'
negative,'fabio capello russia \'s head coach wishes not \'s injury russia play portugal tomorrow wcq'
negative,'lost ss shirt i \'m gonna wear ss jacket tomorrow b'
positive,'bunt a runner 2nd not matter hitter'
negative,'trouble i pad twitter app not updating USER i notified not app'
negative,'a shit bar arm stamped u wake tomorrow prints arm a twat'
positive,'cfc USER premier league ea sports player performance index score 217 1st place matamagic'
negative,'USER USER keyboard not type SADSMILEY'
positive,'mm smarterphone rt USER introducing ice cream sandwich delicious version android URL ics google'
positive,'USER potus wins 2nd term not nj gov gonna bashing state shape 2 2'
positive,'snow cancelling classes today stop snowing i drive chapel hill tomorrow i \'d'
positive,'USER answer i \'s wp8 a call 3rd p apps intents android i wanna switch wp'
positive,'love dance i hope supporting event saturday info flyer URL'
negative,'reading sun watching jeremy kyle wrong work ashamed'
negative,'i very upset inconvenienced iphone update failed backup USER USER'
positive,'URL sexy comment theeuropeandream indianapolis friday sunday'
negative,'USER jenelle mistakes time change a person late fuckhead'
negative,'damn work i not chance call martin poems i tomorrow'
positive,'movies night museum rachel good'
negative,'hey USER i steve jobs died twitter ipad app crashing fix lol f light'
negative,'i watch oscars seth macfarlane hosting i actively campaign people not watch'
positive,'galaxy nexus os improvements data usage tools inbuilt nexus samsung google android bit ly nejbye'
negative,'wow worst USER customer service experience arrogant inept bad combo biltmore apple store'
negative,'today april 17th palestinian prisoner \'s day ironically day israel claimed release khader adnan not action'
negative,'USER apple ios 5 losing contacts'
positive,'wp7 microsoft claws smartphone relevance rich jaroslovsky bloomberg URL USER'
negative,'damn USER whatchu phone'
positive,'gotta a boyfriend december \'ll good mended time valentine \'s day lol i'
positive,'twitter i love'
negative,'USER USER iphones r 2 expensive w htc galaxy not customer loyalty w phone comp'
positive,'word wow rt USER iphone 4s weekend sales top million URL USER'
positive,'companies experience customer service USER USER'
negative,'okc thunder center kendrick perkins preseason due a wrist injury'
positive,'yay front page ferrell \'s funny die 24th time check URL'
positive,'very busy i \'m excited tomorrow cebu'
positive,'i forgettin i twitter lol'
negative,'USER i 5th ave store told i wait 4 hours a 4s needless i \'m hotel relaxing'
negative,'people talkin shit wait i \'ll huntsville tomorrow'
positive,'saturday fort canning sweetheartHAPPYSMILEY yay'
positive,'URL google builtin os nexus line smart move HAPPYSMILEY'
positive,'i remembered \'niggas paris \' a song delighted a saturday positivetroll'
positive,'\'re a featured education apps USER website today sweet URL'
negative,'navi rabbit spay tues \'s a phantom pregnancy timing means day bunwatch raspberry pi not city SADSMILEY'
positive,'icecreamsandwich i expected not wait nexus play google'
positive,'niggas paris playing waiting room clinic lady sat tapping walking stick bobbing head cute'
positive,'google URL USER good bing microsoft ’s investments paying'
positive,'west ham scored times andy carroll \'s starts not scoring \'s making easier score'
negative,'hold USER customer service 25 minutes wow lt \'s \'re timewarnercable'
negative,'ecuador worried assange \'s health ecuador concerned health wikileaks founder jul URL'
positive,'brandon weeden a player \'s not ron jaworski sunday nfl countdown countdowntokickoff'
negative,'u dine a customer u shoukd explain abt solutions m lean concept microsoft fail'
positive,'october 17th november 3rd not company fools performance woman black URL'
positive,'tonight \'s decider i garden friday night knicks heat game 6 \'s hoping a miracle'
positive,'omg android 4 0 sdk USER google'
positive,'richard wright man city signed amateur footballer'
negative,'benson \'s attention frankie feels a forgotten stepchild lets \'founding father \' forget 2nd place'
negative,'post night anonymous id excv6jkr 11 02 12 fri 00 52 39 not 434329650 thread watching a monkey fuck a coconut'
positive,'USER store amazing call waiting music need4s'
positive,'apply a job USER hope call lol'
positive,'USER happy thursday enjoyed show night watched 4x thankyoutimeshifting a great day greek'
positive,'rt USER URL ipads desired windows tablets study apple microsoft ms'
positive,'muse jonathan ross brilliant exciting news muse announce monday gotham records'
positive,'flight starring denzel washington a good ass movie tomorrow'
negative,'bad USER camera compact flash cards not sd sd USER computer damn'
positive,'richie hawtin monday night buffalo town ballroom not'
positive,'i \'m ready ice cream sandwich ics nexus google android siriwho URL USER android'
positive,'egypt 039 s president mohamed morsi monday pardoned arrested start revolution t URL'
negative,'ouch crash burn android facial recognition icecreamsandwich not work presentation URL google'
negative,'omg music video tomorrow btw i not harry \'s voice \' URL'
negative,'book USER genius bar 2 5 hours not served disappointing apple store sydney thanksfornothing'
negative,'dates google samsung launchfail'
positive,'i birthday anderson cooper nadal june 3rd awesome day i guess'
negative,'rt USER hey USER wanna fix fucking playlist order piece shit'
negative,'tech apple ceo apologizes error ridden map app apple ceo tim cook apologized friday company 039 URL'
positive,'dinner dad tony parker a game winning shot a great night time ruined 300s tomorrow'
positive,'thankful incredible people USER offering replacing water damaged macbook pro wow'
positive,'android nexus phone iphone a cheap toy dollar store tcot android google realestate USER'
positive,'steelers play good sunday i bee uniforms superbowl steelers'
positive,'USER filmed jonathan ross not wait sat HAPPYSMILEY xx'
positive,'slick beam capabilities included android 4 0 touch 2 devices select beam content transferred google android ics'
negative,'i not give a shit tomorrow yolo'
positive,'i \'m excited trunk treat tomorrow nov 2 night boys girls club pottstown start URL'
positive,'i trip athens tuesday USER'
negative,'unmindful ballmer collects a billion not URL android google microsoft'
positive,'1 noel fielding comedy gala tonight HAPPYSMILEY 2 work day tomorrow 3 granny smith festival night'
positive,'rt USER twitter voice heard people real life lol'
positive,'mango shows microsoft taste smartphone success URL wp7 mango'
negative,'halo4 gameplay trailer URL anancientevilawakens'
positive,'yess i \'m lovin iphone update slide bar top screen HAPPYSMILEY good job USER'
positive,'greader share reasons google winning war photosharing URL photography fotografia google'
positive,'northern lights sale thursday great pedigrees catalogue genomics full packages view catalogue online'
negative,'niggas 10th grade shit tonight'
negative,'\'s fucking friday \'s bump friday flatbush zombies ignorant levels'
positive,'beautiful morning wales clear clod frosty not 100ft 30kts wind i flying bitfastthat'
positive,'google galaxynexus icecream great'
negative,'i bestfriend octaveia cousin april bestie kaliyah tricey dasia mikia people i richwood'
negative,'great USER send phone frustrated'
positive,'rt USER twitter letting feeling not real world'
positive,'USER USER yeah yeah armor lariats p'
negative,'not eastSADSMILEY moon jupiter capella light evening sky november 1 tonight earthsky URL'
negative,'norwich city tomorrow loads shopping not fit monday shopping norwich addicted'
positive,'i not wait a ics phone google android'
negative,'USER a problem ios 5 preventing audio apps audio functions operating properly i losing sound'
negative,'twitter freaking kidding wth URL'
negative,'USER siri not working due network problem fix iphone4s fail'
negative,'terminal hold USER support not person trouble iphone synching'
positive,'i \'ll a party party \'ll named angelo \'s 18th yes 2 years i turned sixteen i \'m a college student'
negative,'melaka tomorrow morning visiting fren icu SADSMILEY'
negative,'i purchase USER product rest life i glad steve jobs fucking dead fucking rot hell'
negative,'\'s ages i kfc mush a bun passed breakfast sunday not count'
negative,'USER c \'mon guys fix i not diablo ii'
negative,'windows 8 microsoft not forget antitrust issues URL'
negative,'friday \'s cnet update playing republic apple ceo ios 6 map mess apple ceo tim cook extremely'
positive,'microsoft research shows holodesk awesome holodeck step closer bit ly pcmjon kinect USER'
positive,'raise hand android4 icecreamsandwich powered galaxynexus phone google samsung'
negative,'i thinking fact mmg lexington saturday i not thereSADSMILEY'
negative,'fuck USER gt iphone 5 schedule summer launch URL USER'
negative,'twitter blowing i not retweets'
positive,'i lovee twitter swaag'
negative,'USER u s postal service reported a 5 2 billion quarterly loss cash sat mail very'
negative,'ball shit i broken ankle sunday football army not 1year callum twat'
positive,'um i learned sunday national chocolate day i \'m totally advantage'
negative,'ghost rider 2 sucks compared 1st mom ash i told haha'
positive,'mitch daniels gave stephen colbert a purdue hat thursday \'s show i hope burns a raging flame glory'
negative,'sat room sticking postcards tehran wall god long invented a teleporting machine'
positive,'twitter gt facebook'
negative,'dear USER twitter fix shit not retweets mentions'
positive,'idk live URL'
negative,'ghana 30 00 bvr kits register 12 5 13million months kenya 15 00 bvr kits register 18million month'
positive,'check microsoft faculty fellows URL poised change world'
positive,'happy valentines day lulwhuut i guess february weather'
positive,'kurt convey wins boys race 16 01 nick diaz coming 2nd 16 10 rounding top 3 kenny castro'
negative,'USER battery life suck ios 5'
negative,'martin dreading \'s break tomorrow \'s nature beast'
positive,'glad google adopted a design philosophy android 4 0 a a shows soo polish i \'ve waiting'
negative,'uh turned cardinals game 1st i state farm commercial kerry wood not a good sign cardinals'
negative,'mind 1st i max i \'m sad i dies'
positive,'USER happy 20th birthday nick j hope \'s \'ve accomplished love'
positive,'watch interest rt USER microsoft codename data explorer ctp coming month URL'
positive,'halloween biggest party day year year \'s eve super bowl sunday'
negative,'ugh wtf bottlenecks USER USER'
negative,'webpronews finance yahoo revenue drop attributed microsoft deal URL'
negative,'aww shit i amsterdam fridge mmhmm tomorrow work ima i'
negative,'i girl face earth not find channing tatum attractive callmecrazy justsayin donthateme'
negative,'i twitter'
positive,'linsanity USER jeremy lin a 23 rockets debut \'s 2nd game career'
positive,'USER USER putting wash kind equivalent blend glad hear \'s alive'
negative,'horrible dream lady night i \'m tiered today friday start rodeo tonight hearthorses'
negative,'i USER goodriddance — cancer not bad'
negative,'im home throwing diet starts tomorrow USER'
negative,'twitter \'d muchh appreciated start working computer'
positive,'not wait \'flight \' denzel washington tomorrow bam HAPPYSMILEY'
positive,'i a USER video URL 17th grammys paul simon john lennon presenting grammy record'
positive,'USER good taste music HAPPYSMILEY favorite band'
positive,'illegal eagles dorking tomorrow night lin amigo eagles tribute band illegaleagles'
positive,'i love time part USER axl rose shows time jimmy kimmel 1st live tv interview 20 years URL'
positive,'pumped open season tomorrow night georgetown women \'s preview URL men \'s preview URL'
negative,'apple update render work machine incapable opening hdv video USER productivity today'
negative,'rt USER USER not resolve siri network issues rename a great product sorri havin'
positive,'USER 1win superbowl game tomorrow noon git r URL'
positive,'instant photo sharing people app \'s ice cream sandwich imo google ics'
positive,'voted today proudest vote questions 4 6 equal rights law'
negative,'imma flight tomorrow denzel \'s shit'
negative,'asked siri \'s baby lisa told i \'m trouble connecting network USER server fail ios5'
negative,'cupid work da 1st time not wanna friend not'
positive,'USER liam payne saturday i buy ticket tmhtour belgium i \'m happy HAPPYSMILEY'
negative,'ni paris encore 2 mosh pits \'s b 2nd pit failed b \'s security URL'
negative,'ramdev \'s jailed aide \'s pic freedom fighters ramlila delhi aug 9 controversy erupted URL india'
positive,'contact app builds a magazine style layout aggregates contact info multiple sources very slick google android ics'
negative,'loser 20 rts winners choice election night bet accepted stay tuned USER USER \'re'
positive,'talent internship USER sony coming tp friday student talents'
negative,'frustrated i bought a macbook pro USER find doesnt ship media expensivepaperweight'
positive,'fabio capello i \'ve days i assure russia capable a good result portugal tomorrow cantwait'
negative,'ghost rider 2 spirit vengeance nonsense satisfy USER statham quotient'
positive,'flyin bay tomorrow kickin not a couple days colorado fuckyes'
negative,'nfl commissioner roger goodell cancel pro bowl URL care not pro bowl'
positive,'kevin hart show msg november 10th beautiful'
negative,'i a lot happier microsoft word not freeze 5 minutes'
negative,'USER prepared life rvp podolski giroud apparently i players constant haha'
negative,'restored iphone not texts dear USER y not love y restrictions sms y not texts ios5 ios5atemydingo'
negative,'seemingly endless loop calls USER USER USER investigate missing iphone4s crankywithnophone'
positive,'USER good twitter people progressive left social side scares gov'
positive,'answer ? ? URL'
positive,'USER i wondering carrying november direct purchase google samsung'
negative,'i cry wen i listen avril singing tomorrow dublin i remember bad happened'
positive,'\'s early germany american friends drunk prague knuckleheads talk sunday czechrep'
negative,'watched project x 1st time im unamazed y \'all hyped'
negative,'i mexico city i fail 2 subjects not school a week rih mexico 14th omg'
negative,'prince william met \'the rottweiler \' camilla parker bowles harry full mischief a URL'
negative,'i money kermit not tomorrow'
positive,'USER november 16 ready head movies breaking dawn part 2 HAPPYSMILEY'
negative,'training raining love jumeirah zabeel saray dubai relaxing family fantastic resort staff'
positive,'walking dead returning means spartacus dammit starz site january'
negative,'\'s a huge mistake york marathon held weekend homes food power'
negative,'USER suck dick gotta restore ipad annoyed'
negative,'siri a hard time remembering sister contact card space family info iphone4s USER'
negative,'i realized thalia tortured tomorrow hour lmao'
negative,'teachers call givng candy not good stuff i walmart cvs tomorrow'
negative,'USER watch woman black a terrible night'
negative,'total time phone USER 1 hour 27 minutes \'s'
negative,'kill apple URL rip USER'
negative,'i a good time i sat bedside papers poetry estella'
positive,'dear USER USER 1004 finally tomorrow dream high 2 aired country finally i u alot'
positive,'movie flight absolutely outstanding deep message touches a deep topic disease world movie denzel'
positive,'USER noire i forsberg pick not traded sam gagner a 7th rounder'
negative,'windowsphone7 a lot blog review love microsoft a tool grab screenshots \'s impossible wpt'
positive,'rg cleared vikings game sunday goodmood p s god rid cuntsniff cundiff'
negative,'twitter fawkin'
negative,'infinite ranking king final episode eng na waa SADSMILEY'
negative,'im tired zulu 1st word pops mind'
positive,'google bff rite'
negative,'false start penalty garner moved early brings 3rd 16 yale 47'
negative,'porto team letting c \'mon boys turn'
positive,'rt USER today \'s day ics lt 3 android google samsung'
negative,'good lord twitter send bloody tweets ihateyourightnow'
negative,'facial recognition failed icecreamsandwich jajajajajajaj facialunlock samsumg google'
positive,'microsoft USER watching windows 8 action pretty impressive finally a contender mac os interesting battle store'
positive,'happy valentines day 3 live brazil irritating monday'
positive,'sorta lucky joe not twitter sees sunday morning \'ll leave'
positive,'USER 12th anniversary celebration time 6620 s king dr'
positive,'USER skysports1 greatestgoals europeanfootball cl 03 04 inter henry 70 yards cuts cuts left foot post class'
negative,'i \'m obsessed werth not a jeff carter level a ryan lochte level i sexual obsession'
negative,'skype part stupid microsoft'
negative,'lack communication nycdoe very frustrating reporting time work tomorrow uft USER info'
positive,'torchlight2 tomorrow torchlight list games time i diablo ii 2 promises'
negative,'not happy USER upgrade itouch4 itouch laptop'
positive,'friday night \'the notebook \' tissues ready lovestory noah ali tears'
positive,'USER yeah i USER microsoft metro ui yeah good android 4 0'
positive,'ahh i hoodie tomorroww good morning'
positive,'laugh time i enter art education part application forms burton \'s barmy army ? ?'
positive,'USER wife upgraded iphone 4 i siri worth upgrade USER continuing enhance siri'
negative,'i a red eye flight home ca sat night 1am pst w layover dallas cst clocks pushed hour'
positive,'USER liam payne saturday i buy ticket tmhtour belgium i \'m happy'
negative,'khader exists israeli high court hear case khader adnan thursday late protests'
positive,'i \'m loving ios5 update HAPPYSMILEY USER'
positive,'very nice trivia game google helps search URL'
positive,'victor cruz happy contract negotiations giants tuesday weekl URL'
positive,'4 days vintagenow raise a bundle safe house women support attending 0ct 30th URL'
negative,'USER i google word visigoth apparently google not phone froze'
positive,'nick j day 30 powder puff pants i \'m gonna a stud tomorrow lights USER starcevich USER jeffries13'
negative,'i swear tomorrow niner fans start tweeting kyle williams tomorrow i \'m gonna put check'
negative,'fuck band covered friday night fuck ricky martin existing place big jerk'
negative,'dad builder talking city turns builder sat row aston villa game fuck sake'
positive,'i \'m a great zulu teacher preschool kids a couple friends contact driver dot aurelia gmail dot'
positive,'great noel gallagher hit stage st paul plenty room \'re 4th row center plenty room pretty fired'
positive,'mention apple store URL rt USER great customer service USER store'
negative,'im gonna twitter problems fixed asap'
positive,'david letterman interesting show monday located york city hurricane URL'
negative,'news release 09 october 2012 customers negros grid experienced a partial outage today 5 45pm cont URL'
negative,'ghost rider 2 bullshit smh red box tomorrow'
negative,'i grid 11 7 christians driving christianity pregnancy rape science not god \'s'
negative,'watch goon 4th time cry sleep nhllockout'
positive,'USER t \'re useless days yourdaysarenumbered'
negative,'mulling google hmm aint shore bout nuther social media profile'
positive,'thoughts android 4 0 ics excited play features android google'
negative,'wow genius bar reservation line USER ridic i not amused ugh'
negative,'dear USER send mac book surely repair'
positive,'i \'m amazed siri changed i phone i not idea good \'s beta good job USER wow'
positive,'USER i c 3'
negative,'\'not favorites \' russia portugal clash capello moscow october 11 ria novosti russia \'s match portu URL'
negative,'not wait hear tomorrows cmag meeting horny coni report baages wait watch grilled tomorrow cmag a hope'
positive,'i \'m good gambling i owned las vegas leaving tomorrow morning a weekend dog sitting homework not a bad week'
positive,'i \'m a current USER user bit disappointed i move USER USER USER'
negative,'USER dr a twitter tl lol'
positive,'validated microsoft iscsi target win server 8 works fine vmware vsphere5 esxi5 not errors URL'
positive,'a1 live cebu waterfront cebu hotel not november 23 URL cebufinest'
negative,'1st time i bring phone harold washington'
positive,'windows runtime net URL dotnet dev winrt microsoft'
positive,'reasons celebrate forcing turnovers game sunday york giants URL nfl nyg giants'
negative,'rewatching tony parker \'s game winner i not life figure westbrook thinking USER'
negative,'face recognition unlock cool works android google icecreamsandwich'
negative,'i wanted black forest tomorrow pics leaves i \'ll pics snow thanksweather'
