@relation Tweets

@attribute Class {positive,negative}
@attribute Text STRING

@data
negative,'a reason swap io daft game android a desolate wasteland game URL'
positive,'i play rugby yesterday break finger worth pain game fun i remember'
negative,'apple ceo apologize error ridden map app apple ceo tim cook apologize friday company \'s error ridden mobile map'
negative,'rt user user not appropriately project resource need siri not very reliable'
positive,'i love brokeback mountain'
negative,'ghost rider 2 pretty shit i 1st honesty nd badly direct shaky camera style disorientate'
negative,'user u guy gay'
negative,'user c \'mon leo \'s endymion amsterdam i like amsterdam song shit compare i put'
positive,'user siri amazing'
negative,'cif piece mean funny i unintentional sense ironically humourless URL'
negative,'i tweet user gary carter photo facepalm remove mets photo 2nd choice bad kid hold mets cap'
positive,'twitition mcfly argentina time mar del plata URL'
positive,'user \'not red tape \' jersey turn nonunion relief crew URL user user hmm'
negative,'good evening cost warm pork chop oven wlf'
negative,'kind creepy search engine user url microsoft'
negative,'user cu'
positive,'whooped ass kill confirm user user tomorrow makin kat cry gear'
positive,'yay not mar come a album december 11th HAPPYSMILEY i'
positive,'sit work i ferrell boxset put a film a power nap sit sound good'
negative,'rt user warn iphone apps spontaneously loose data not app \'s fault url ios5downgrade'
positive,'kinect learn playful sesamestreet nationalgeographic education microsoft url'
negative,'user suck i not sell online not'
negative,'wilth accessibility mode sharepoint 2010 workflows not start automatically sp2010 workflow microsoft'
positive,'ipads replace bound playbook n f l team URL user user'
positive,'dark side user hey user send a free iphone i publicly ceremoniously burn blackberry ”'
negative,'user user itunes i store gt authorise… not auto authorise i sign itunes grr'
positive,'lady boner channing tatum vow fact i mcdonald \'s breakfast tomorrow user win'
positive,'nick j USER manila excited show friday'
positive,'saturday \'s ufc fuel tv a lot schedule undercard ufc 151 not surprise 151 cancel URL'
negative,'user send not rcve txts apt user 4pm exclaims i wait a year phone lmao'
positive,'meet user google hangout wednesday cool meet \'ve cite paper HAPPYSMILEY'
positive,'love ios5 awesome user'
positive,'uh football boy win tomorrow run becky \'s face not'
positive,'november birthday month election day a weekend san fran user naples thanksgiving lots friend family yes'
positive,'finally bed a long day accomplished athens tomorrow'
positive,'user ceo point USER \'corporate mentor \' user signups triple URL'
positive,'paper finish cma \'s blake miranda dominate accounting hw push wednesday bed happy HAPPYSMILEY'
positive,'ticket leave user game tomorrow not rematch nfc championship game ny giant hit'
positive,'watch vow a friday night cheer cancel plan sickness'
negative,'piss design keyboard user not a home key work cli i key'
positive,'love ios5 easter eggs pull middle top bottom pull awesome feature user lovemyiphone'
negative,'a family member friend fan austin river unfollow ugly'
positive,'safe sound 57th 11th hope clean sandy quickly path love'
positive,'goodnight bot tomorrow remember 106 park mobo twitter chat david letterman user good day bot'
negative,'microsoft update slow SADSMILEY URL'
negative,'thursday not exciting waterloo road stop'
positive,'mad props user employee not charge replace plate iphone day'
positive,'daniel good humored comedy show indiana gov mitch daniel a good sport thursday appear t URL'
positive,'user swype iphone crack iphone'
negative,'rt user user not fix ios5 week i \'m buy a droid emptythreats'
negative,'user suck fuck iphones glad \'s i service fuck terrible'
positive,'eric arc elliott rapper flatbush zombie'
negative,'giant 3rd pick fail drug test nfl combine jayron holsey know hurt bec URL newyork sport'
negative,'apple not innovate manage supply chain not ca october 04 apple ceo tim cook speak event introduce i'
negative,'ohh i think im 5th textUSER bro user user \'s twitter lurk 4th tweet'
positive,'patrick roy \'s game a canadien selection weekend \'s hnic rewind'
positive,'ice cream sandwich u r delicious ditch iphone u \'s google launch android4 aka icecreamsandwich HAPPYSMILEY'
negative,'protest mitch daniel purdue presidential nomination tomorrow user theater 2 30 pm bring a friend soapurdue'
positive,'wow great deal refurbed ipad gen model rt apple offer great deal refurbish 1st gen ipads url user'
negative,'i apple updater stop ram itunes throat i not a pissing iphone USER'
positive,'microsoft explain improvement windows 8 start screen search url buildingwindows8 user tech microsoft'
negative,'google whoring samsung ic'
positive,'beauty a day athens greece i trust \'ll exceptional friday world love'
negative,'rt user koers google apps microsoft office 365 clear google apps top choice URL'
positive,'laugh spartacus max caroline \'s comedy club wednesday october 24th url'
positive,'a taste google \'s ice cream sandwich i a bite'
negative,'damn user'
positive,'soul train oct 27 halloween special ft t dot fine rock mic crazy cactus night club adv ticket 10 wt costume 15'
positive,'mm ice cream sandwich android google'
positive,'user i hope care eli man giant pittsburgh sunday nfl'
negative,'microsoft outlook 2011 mac suck … hate'
negative,'glass rising \'s not warm lago del desierto argentina URL'
negative,'rt user face unlock ic literally face google galaxynexus fail'
negative,'user inmates settle night warden emotionally drain big hug tucking night'
positive,'brokeback mountain beautiful'
positive,'people worth i love da vinci code'
negative,'user not care carling cup save looserpool yeah lose i not cry night long wednesday night'
negative,'nokia employee worry elop a microsoft mole URL microsoft windows'
negative,'ruby not breakfast tomorrow drop harold washington'
negative,'aston villa a win game norwich city tomorrow lunchtime win mighty fall'
negative,'apple eclipse microsoft URL'
positive,'i cut 6th period kevin not art im a good friend'
negative,'aww hell a black cop shoot white student south alabama \'s march naked mobile trayvon i gil'
positive,'lemon tea lemonade coke pepsi 2nd favorite unhealthy i not not stop drink \'re good'
positive,'user io 5 sweet notification phone search cover mail wifi sync icloud backup integrated twitter'
positive,'yumyumyum i ice cream sandwich google android'
negative,'url visit iran euro mps call sit tehran refuse meet a jailed activist'
positive,'rehearsal wedding cuz USER a dusty pro bowl big day tomorrow'
negative,'user user chipsets tear battery life coworker a htc thunderbolt 3 hours life'
negative,'rt user facebook google wrong URL'
positive,'happy valentine day 3 yes brazil celebrated june 12 mind blow'
positive,'i crazy ios5 photo cropping USER'
negative,'stay tahrir sq \'infringing \' right \' deny work u not leave u occupyauc aucstrike 1 2'
positive,'good god camera app icecream sandwich amazing camera fast samsung google android galaxynexus'
negative,'rdm believe night prove sunday \'s defeat unjust i \'m surprised xi not twat sunday'
negative,'a superbowl dallas dallas not win a superbowl not quarterback owner user user'
positive,'30 second mars mcr dead i kill not earth'
positive,'gem microsoft curate personal history project greenwich month URL'
negative,'pakistan news procter gamble sales fall 6 7 HAPPYSMILEY g net earnings quarter september 30 fell URL'
negative,'user think make siri totally dependent a network connection siri USER utter frustration'
negative,'twitter y facebook'
negative,'\'s laughable file google encrypt search result u log maximize data collection'
positive,'user i tang jun christmas i valentine'
positive,'cry episode dream high 2 start episode 13 t t tomorrow i watch final episode'
positive,'life day awesome pretend facebook ferrell'
positive,'user kaarraa HAPPYSMILEY'
positive,'rt user user iphone a addicted user club'
negative,'learn trick not check latest user tutorial not maker geek URL'
negative,'user da fuck shit URL'
positive,'delighted jena \'re boy girl nffc'
positive,'georgetown move tomorrow HAPPYSMILEY'
positive,'user user iphone4s siri'
negative,'totally unproductive day not access microsoft excel word aargh work late tonight hubby fix fingerscrossed'
negative,'correction user buy kudos chris user ranch s a tx fix issue not resolve 1 2 day w user user hero day'
positive,'yes indio cv tomorrow bell game'
positive,'mizzou beat kentucky 2 1 tigers advance face top seed florida semis friday 6 30 p m'
negative,'user time facetime i show god child eggbabies'
positive,'google samsung galaxy nexus ic press release i \'ll regular tweeting interval HAPPYSMILEY i'
negative,'user predict winter classic star game cancel upcoming monday fuck endthelockout'
negative,'fabio capello russia \'s head coach wish not \'s injury russia play portugal tomorrow wcq'
negative,'lose ss shirt i \'m gonna wear ss jacket tomorrow b'
positive,'bunt a runner nd not matter hitter'
negative,'trouble i pad twitter app not update user i notify not app'
negative,'a shit bar arm stamp u wake tomorrow print arm a twat'
positive,'cfc user premier league ea sport player performance index score 217 1st place matamagic'
negative,'user user keyboard not type SADSMILEY'
positive,'mm smarterphone rt USER introduce ice cream sandwich delicious version android url ic google'
positive,'user potus win 2nd term not nj gov gonna bash state shape 2 2'
positive,'snow cancelling class today stop snow i drive chapel hill tomorrow i \'d'
positive,'user answer i \'s wp8 a call 3rd p apps intent android i wanna switch wp'
positive,'love dance i hope support event saturday info flyer URL'
negative,'read sun watch jeremy kyle wrong work ashamed'
negative,'i very upset inconvenienced iphone update fail backup user user'
positive,'url sexy comment theeuropeandream indianapolis friday sunday'
negative,'user jenelle mistake time change a person late fuckhead'
negative,'damn work i not chance call martin poem i tomorrow'
positive,'movie night museum rachel good'
negative,'hey user i steve job die twitter ipad app crash fix lol f light'
negative,'i watch oscar seth macfarlane hosting i actively campaign people not watch'
positive,'galaxy nexus os improvement data usage tool inbuilt nexus samsung google android bit ly nejbye'
negative,'wow worst user customer service experience arrogant inept bad combo biltmore apple store'
negative,'today april 17th palestinian prisoner \'s day ironically day israel claim release khader adnan not action'
negative,'USER apple io 5 lose contact'
positive,'wp7 microsoft claw smartphone relevance rich jaroslovsky bloomberg url user'
negative,'damn user whatchu phone'
positive,'gotta a boyfriend december \'ll good mend time valentine \'s day lol i'
positive,'twitter i love'
negative,'user user iphones r 2 expensive w htc galaxy not customer loyalty w phone comp'
positive,'word wow rt user iphone 4s weekend sales top million url user'
positive,'company experience customer service user user'
negative,'okc thunder center kendrick perkins preseason due a wrist injury'
positive,'yay front page ferrell \'s funny die 24th time check URL'
positive,'very busy i \'m excite tomorrow cebu'
positive,'i forgettin i twitter lol'
negative,'user i 5th ave store tell i wait 4 hours a 4s needless i \'m hotel relax'
negative,'people talkin shit wait i \'ll huntsville tomorrow'
positive,'saturday fort can sweetheartHAPPYSMILEY yay'
positive,'url google builtin os nexus line smart move HAPPYSMILEY'
positive,'i remember \'niggas paris \' a song delight a saturday positivetroll'
positive,'\'re a featured education apps USER website today sweet URL'
negative,'navi rabbit spay tues \'s a phantom pregnancy timing mean day bunwatch raspberry pi not city SADSMILEY'
positive,'icecreamsandwich i expect not wait nexus play google'
positive,'nigga paris play wait room clinic lady sit tap walk stick bob head cute'
positive,'google url user good bing microsoft s investment pay'
positive,'west ham score times andy carroll \'s start not scoring \'s making easy score'
negative,'hold user customer service 25 minutes wow lt \'s \'re timewarnercable'
negative,'ecuador worry assange \'s health ecuador concern health wikileaks founder jul URL'
positive,'brandon weeden a player \'s not ron jaworski sunday nfl countdown countdowntokickoff'
negative,'u dine a customer u shoukd explain abt solution m lean concept microsoft fail'
positive,'october 17th november 3rd not company fool performance woman black URL'
positive,'tonight \'s decider i garden friday night knicks heat game 6 \'s hope a miracle'
positive,'omg android 4 0 sdk user google'
positive,'richard wright man city sign amateur footballer'
negative,'benson \'s attention frankie feel a forget stepchild let \'founding father \' forget 2nd place'
negative,'post night anonymous id excv6jkr 11 02 12 fri 00 52 39 not 434329650 thread watch a monkey fuck a coconut'
positive,'user store amazing call wait music need'
positive,'apply a job USER hope call lol'
positive,'user happy thursday enjoy show night watch 4x thankyoutimeshifting a great day greek'
positive,'rt user url ipads desire windows tablet study apple microsoft ms'
positive,'muse jonathan ross brilliant exciting news muse announce monday gotham record'
positive,'flight star denzel washington a good ass movie tomorrow'
negative,'bad user camera compact flash cards not sd sd user computer damn'
positive,'richie hawtin monday night buffalo town ballroom not'
positive,'i \'m ready ice cream sandwich ic nexus google android siriwho url user android'
positive,'egypt 039 s president mohamed morsi monday pardon arrest start revolution t URL'
negative,'ouch crash burn android facial recognition icecreamsandwich not work presentation url google'
negative,'omg music video tomorrow btw i not harry \'s voice \' URL'
negative,'book user genius bar 2 5 hours not serve disappointing apple store sydney thanksfornothing'
negative,'date google samsung launchfail'
positive,'i birthday anderson cooper nadal june 3rd awesome day i guess'
negative,'rt user hey user wanna fix fucking playlist order piece shit'
negative,'tech apple ceo apologize error ridden map app apple ceo tim cook apologize friday company 039 URL'
positive,'dinner dad tony parker a game win shot a great night time ruin 300s tomorrow'
positive,'thankful incredible people USER offer replace water damage macbook pro wow'
positive,'android nexus phone iphone a cheap toy dollar store tcot android google realestate USER'
positive,'steelers play good sunday i bee uniform superbowl steelers'
positive,'user film jonathan ross not wait sit HAPPYSMILEY xx'
positive,'slick beam capability include android 4 0 touch 2 devices select beam content transfer google android ic'
negative,'i not give a shit tomorrow yolo'
positive,'i \'m excited trunk treat tomorrow nov 2 night boy girl club pottstown start URL'
positive,'i trip athens tuesday user'
negative,'unmindful ballmer collect a billion not URL android google microsoft'
positive,'1 noel fielding comedy gala tonight HAPPYSMILEY 2 work day tomorrow 3 granny smith festival night'
positive,'rt user twitter voice hear people real life lol'
positive,'mango show microsoft taste smartphone success URL wp7 mango'
negative,'halo4 gameplay trailer url anancientevilawakens'
positive,'yes i \'m lovin iphone update slide bar top screen HAPPYSMILEY good job USER'
positive,'greader share reason google win war photosharing url photography fotografia google'
positive,'northern light sale thursday great pedigree catalogue genomics full package view catalogue online'
negative,'nigga 10th grade shit tonight'
negative,'\'s fucking friday \'s bump friday flatbush zombie ignorant level'
positive,'beautiful morning wales clear clod frosty not 100ft 30kts wind i fly bitfastthat'
positive,'google galaxynexus icecream great'
negative,'i bestfriend octaveia cousin april bestie kaliyah tricey dasia mikia people i richwood'
negative,'great user send phone frustrate'
positive,'rt user twitter let feeling not real world'
positive,'user user yeah yeah armor lariat p'
negative,'not eastSADSMILEY moon jupiter capella light evening sky november 1 tonight earthsky URL'
negative,'norwich city tomorrow loads shop not fit monday shopping norwich addict'
positive,'i not wait a ic phone google android'
negative,'user a problem ios 5 prevent audio apps audio function operate properly i lose sound'
negative,'twitter freaking kid wth URL'
negative,'user siri not work due network problem fix s fail'
negative,'terminal hold USER support not person trouble iphone synching'
positive,'i \'ll a party party \'ll name angelo \'s 18th yes 2 years i turn sixteen i \'m a college student'
negative,'melaka tomorrow morning visit fren icu SADSMILEY'
negative,'i purchase user product rest life i glad steve job fuck dead fucking rot hell'
negative,'\'s age i kfc mush a bun pass breakfast sunday not count'
negative,'user c \'mon guy fix i not diablo ii'
negative,'windows 8 microsoft not forget antitrust issue URL'
negative,'friday \'s cnet update play republic apple ceo io 6 map mess apple ceo tim cook extremely'
positive,'microsoft research show holodesk awesome holodeck step closer bite ly pcmjon kinect USER'
positive,'raise hand android4 icecreamsandwich powered galaxynexus phone google samsung'
negative,'i think fact mmg lexington saturday i not thereSADSMILEY'
negative,'fuck user gt iphone 5 schedule summer launch url user'
negative,'twitter blow i not retweets'
positive,'i lovee twitter swaag'
negative,'user u s postal service report a 5 2 billion quarterly loss cash sit mail very'
negative,'ball shit i break ankle sunday football army not 1year callum twat'
positive,'um i learn sunday national chocolate day i \'m totally advantage'
negative,'ghost rider 2 suck compare 1st mom ash i tell haha'
positive,'mitch daniel give stephen colbert a purdue hat thursday \'s show i hope burns a raging flame glory'
negative,'sit room stick postcard tehran wall god long invent a teleporting machine'
positive,'twitter gt facebook'
negative,'dear user twitter fix shit not retweets mention'
positive,'idk live url'
negative,'ghana 30 00 bvr kit register 12 5 13million month kenya 15 00 bvr kit register 18million month'
positive,'check microsoft faculty fellow URL poise change world'
positive,'happy valentine day lulwhuut i guess february weather'
positive,'kurt convey win boy race 16 01 nick diaz come 2nd 16 10 rounding top 3 kenny castro'
negative,'user battery life suck io 5'
negative,'martin dreading \'s break tomorrow \'s nature beast'
positive,'glad google adopt a design philosophy android 4 0 a a show soo polish i \'ve wait'
negative,'uh turn cardinal game 1st i state farm commercial kerry wood not a good sign cardinal'
negative,'mind 1st i max i \'m sad i die'
positive,'user happy 20th birthday nick j hope \'s \'ve accomplish love'
positive,'watch interest rt user microsoft codename data explorer ctp come month URL'
positive,'halloween big party day year year \'s eve super bowl sunday'
negative,'ugh wtf bottleneck user user'
negative,'webpronews finance yahoo revenue drop attribute microsoft deal URL'
negative,'aww shit i amsterdam fridge mmhmm tomorrow work ima i'
negative,'i girl face earth not find channing tatum attractive callmecrazy justsayin donthateme'
negative,'i twitter'
positive,'linsanity user jeremy lin a 23 rocket debut \'s 2nd game career'
positive,'user user put wash kind equivalent blend glad hear \'s alive'
negative,'horrible dream lady night i \'m tiered today friday start rodeo tonight hearthorses'
negative,'i user goodriddance — cancer not bad'
negative,'im home throw diet start tomorrow USER'
negative,'twitter \'d muchh appreciate start work computer'
positive,'not wait \'flight \' denzel washington tomorrow bam HAPPYSMILEY'
positive,'i a user video url 17th grammys paul simon john lennon present grammy record'
positive,'user good taste music HAPPYSMILEY favorite band'
positive,'illegal eagle dorking tomorrow night lin amigo eagle tribute band illegaleagles'
positive,'i love time part user axl rise show time jimmy kimmel 1st live tv interview 20 years URL'
positive,'pump open season tomorrow night georgetown woman \'s preview URL men \'s preview URL'
negative,'apple update render work machine incapable opening hdv video user productivity today'
negative,'rt user user not resolve siri network issue rename a great product sorri havin'
positive,'user 1win superbowl game tomorrow noon git r URL'
positive,'instant photo share people app \'s ice cream sandwich imo google ic'
positive,'vote today proudest vote question 4 6 equal right law'
negative,'imma flight tomorrow denzel \'s shit'
negative,'ask siri \'s baby lisa tell i \'m trouble connect network user server fail ios5'
negative,'cupid work da 1st time not wanna friend not'
positive,'user liam payne saturday i buy ticket tmhtour belgium i \'m happy HAPPYSMILEY'
negative,'ni paris encore 2 mosh pit \'s b nd pit fail b \'s security URL'
negative,'ramdev \'s jailed aide \'s pic freedom fighter ramlila delhi aug 9 controversy erupt URL india'
positive,'contact app build a magazine style layout aggregate contact info multiple source very slick google android ic'
negative,'loser 20 rts winner choice election night bet accept stay tune user user \'re'
positive,'talent internship user sony come tp friday student talent'
negative,'frustrated i buy a macbook pro user find doesnt ship medium expensivepaperweight'
positive,'fabio capello i \'ve days i assure russia capable a good result portugal tomorrow cantwait'
negative,'ghost rider 2 spirit vengeance nonsense satisfy user statham quotient'
positive,'flyin bay tomorrow kickin not a couple days colorado fuckyes'
negative,'nfl commissioner roger goodell cancel pro bowl url care not pro bowl'
positive,'kevin hart show msg november 10th beautiful'
negative,'i a lot happy microsoft word not freeze 5 minutes'
negative,'user prepared life rvp podolski giroud apparently i player constant haha'
negative,'restore iphone not texts dear user y not love y restriction sm y not text ios5 io'
negative,'seemingly endless loop call user user user investigate miss iphone4s crankywithnophone'
positive,'user good twitter people progressive leave social side scare gov'
positive,'answer ? ? URL'
positive,'user i wonder carry november direct purchase google samsung'
negative,'i cry wen i listen avril singing tomorrow dublin i remember bad happen'
positive,'\'s early germany american friend drunk prague knucklehead talk sunday czechrep'
negative,'watch project x 1st time im unamazed y \'all hype'
negative,'i mexico city i fail 2 subject not school a week rih mexico 14th omg'
negative,'prince william meet \'the rottweiler \' camilla parker bowl harry full mischief a url'
negative,'i money kermit not tomorrow'
positive,'user november 16 ready head movie break dawn part 2 HAPPYSMILEY'
negative,'training rain love jumeirah zabeel saray dubai relax family fantastic resort staff'
positive,'walk dead return mean spartacus dammit starz site january'
negative,'\'s a huge mistake york marathon hold weekend home food power'
negative,'user suck dick gotta restore ipad annoy'
negative,'siri a hard time remember sister contact card space family info iphone4s USER'
negative,'i realize thalia tortured tomorrow hour lmao'
negative,'teacher call givng candy not good stuff i walmart cv tomorrow'
negative,'user watch woman black a terrible night'
negative,'total time phone user 1 hour 27 minutes \'s'
negative,'kill apple url rip user'
negative,'i a good time i sit bedside papers poetry estella'
positive,'dear user user 1004 finally tomorrow dream high 2 air country finally i u alot'
positive,'movie flight absolutely outstanding deep message touch a deep topic disease world movie denzel'
positive,'user noire i forsberg pick not trade sam gagner a th rounder'
negative,'windowsphone7 a lot blog review love microsoft a tool grab screenshots \'s impossible wpt'
positive,'rg clear viking game sunday goodmood p s god rid cuntsniff cundiff'
negative,'twitter fawkin'
negative,'infinite ranking king final episode eng na waa SADSMILEY'
negative,'im tired zulu 1st word pop mind'
positive,'google bff rite'
negative,'false start penalty garner move early bring 3rd 16 yale 47'
negative,'porto team let c \'mon boy turn'
positive,'rt user today \'s day ic lt 3 android google samsung'
negative,'good lord twitter send bloody tweet ihateyourightnow'
negative,'facial recognition fail icecreamsandwich jajajajajajaj facialunlock samsumg google'
positive,'microsoft user watch windows 8 action pretty impressive finally a contender mac os interesting battle store'
positive,'happy valentine day 3 live brazil irritating monday'
positive,'sorta lucky joe not twitter see sunday morning \'ll leave'
positive,'user 12th anniversary celebration time 6620 s king dr'
positive,'user skysports1 greatestgoals europeanfootball cl 03 04 inter henry 70 yard cut cut leave foot post class'
negative,'i \'m obsessed werth not a jeff carter level a ryan lochte level i sexual obsession'
negative,'skype part stupid microsoft'
negative,'lack communication nycdoe very frustrating report time work tomorrow uft user info'
positive,'torchlight tomorrow torchlight list game time i diablo ii 2 promise'
negative,'not happy user upgrade itouch4 itouch laptop'
positive,'friday night \'the notebook \' tissue ready lovestory noah ali tears'
positive,'user yeah i user microsoft metro ui yeah good android 4 0'
positive,'ahh i hoodie tomorroww good morning'
positive,'laugh time i enter art education part application form burton \'s barmy army ? ?'
positive,'user wife upgrade iphone 4 i siri worth upgrade user continue enhance siri'
negative,'i a red eye flight home ca sit night 1am pst w layover dallas cst clocks push hour'
positive,'user liam payne saturday i buy ticket tmhtour belgium i \'m happy'
negative,'khader exist israeli high court hear case khader adnan thursday late protest'
positive,'i \'m love ios5 update HAPPYSMILEY user'
positive,'very nice trivia game google help search URL'
positive,'victor cruz happy contract negotiation giant tuesday weekl URL'
positive,'4 days vintagenow raise a bundle safe house woman support attend 0ct 30th url'
negative,'user i google word visigoth apparently google not phone freeze'
positive,'nick j day 30 powder puff pants i \'m gonna a stud tomorrow light USER starcevich user jeffries13'
negative,'i swear tomorrow niner fan start tweet kyle williams tomorrow i \'m gonna put check'
negative,'fuck band cover friday night fuck ricky martin exist place big jerk'
negative,'dad builder talk city turn builder sit row aston villa game fuck sake'
positive,'i \'m a great zulu teacher preschool kid a couple friend contact driver dot aurelia gmail dot'
positive,'great noel gallagher hit stage st paul plenty room \'re 4th row center plenty room pretty fire'
positive,'mention apple store url rt user great customer service user store'
negative,'im gonna twitter problem fix asap'
positive,'david letterman interesting show monday locate york city hurricane URL'
negative,'news release 09 october 2012 customer negro grid experience a partial outage today 5 45pm cont URL'
negative,'ghost rider 2 bullshit smh red box tomorrow'
negative,'i grid 11 7 christian drive christianity pregnancy rape science not god \'s'
negative,'watch goon 4th time cry sleep nhllockout'
positive,'user t \'re useless days yourdaysarenumbered'
negative,'mull google hmm aint shore bout nuther social medium profile'
positive,'thought android 4 0 ic excite play feature android google'
negative,'wow genius bar reservation line user ridic i not amuse ugh'
negative,'dear user send mac book surely repair'
positive,'i \'m amaze siri change i phone i not idea good \'s beta good job user wow'
positive,'user i c 3'
negative,'\'not favorite \' russia portugal clash capello moscow october 11 ria novosti russia \'s match portu URL'
negative,'not wait hear tomorrow cmag meeting horny coni report baages wait watch grilled tomorrow cmag a hope'
positive,'i \'m good gambling i own las vegas leave tomorrow morning a weekend dog sit homework not a bad week'
positive,'i \'m a current user user bit disappointed i move user user user'
negative,'user dr a twitter tl lol'
positive,'validate microsoft iscsi target win server 8 work fine vmware vsphere5 esxi5 not error URL'
positive,'a1 live cebu waterfront cebu hotel not november 23 url cebufinest'
negative,'1st time i bring phone harold washington'
positive,'windows runtime net url dotnet dev winrt microsoft'
positive,'reason celebrate force turnover game sunday york giant URL nfl nyg giant'
negative,'rewatching tony parker \'s game winner i not life figure westbrook think USER'
negative,'face recognition unlock cool works android google icecreamsandwich'
negative,'i want black forest tomorrow pic leave i \'ll pic snow thanksweather'
negative,'i conclude march windows 7 ultimate a complete catastrophe gates lose plot microsoft'
negative,'user u not pres 2b successful u country fail mcconnell wld real american not fanactics'
positive,'weekend begin'
negative,'iphone feature miss user show contact picture contact list simple 5 major update'
negative,'fuck sit act \'s HAPPYSMILEY'
positive,'not free microsoft html5 USER west coast mountainview redmond portland check URL'
positive,'sneak peek check 12 freebie cvs black friday link comment'
negative,'twitter app not show conversation i touch a tweet'
negative,'user marie1987 shh evil sith lord user hear ha'
positive,'awesome tweetup time cebu a rafa tard great meeting user monday zubuchon'
negative,'user omar wow spur game winner ” feel a lil lol lakers'
positive,'rt user galaxynexus arrive samsung google'
positive,'user not \'d a bust long dumb ass expectation remain not guy guy guy guy chant'
negative,'foot hurt'
positive,'gamble chocolate day a successful theme day work turn chdn chocolate wed gross day hope kid gross stuff'
positive,'user gf iphone4s great'
negative,'austin river 1st game people suck a rookie chill'
positive,'play ma man love camera iphone4s user fb URL'
negative,'a fish tank guy name jeff carter sadly i \'s die URL'
