"positive","Met @kfreberg via Google+ Hangout on Wednesday! So cool to meet someone that you've actually cited in paper :)"
"positive","Loving #iOS5 !! #awesome @Apple"
"positive","Uh football boys... win tomorrow so we can run it in Becky's face that she wasn't there."
"positive","November: my birthday month, election day, a weekend in San Fran with @AdamRGarcia, Naples for Thanksgiving, lots of friends & family. YES."
"positive","Finally in bed. Such a long day, but so much was accomplished. Athens tomorrow!!"
"positive","@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN"
"positive","paper finished, cma's over, blake and miranda dominated, accounting hw got pushed to Wednesday. going to bed happy :)"
"positive","One ticket left for the @49ers game tomorrow! Don't miss the rematch of the NFC Championship game against the NY Giants! Hit me up!"
"positive","Nothing like watching the Vow on a Friday night. Cheers to cancelled plans and sickness"
"negative","Pissed with whoever designs keyboards with @apple for not having a home and end key.  working on the CLI i use those keys often"
"positive","Love #ios5 Easter eggs. Pull down from middle top to bottom and see what pulls down. Awesome little feature! @apple #lovemyiphone"
"negative","If you are a family member, friend, or fan of Austin Rivers you may want to unfollow me. This is about to get ugly."
"positive","Safe and Sound on 57th and 11th...hoping that they clean up Sandy quickly for those that were in her path. Love you all!"
"positive","Goodnight bots! Tomorrow remember 106 & Park, MOBO Twitter chat, and David Letterman with @RitaOra! Good day for the Bots!"
"negative","#microsoft update is so slow  :(( http://t.co/37IGhGic"
"negative","Thursday just aren't as exciting now Waterloo Road has stopped"
"positive","Mad props to the @apple employee that didn't charge me to replace the back plate on my iPhone! Made my day!"
"positive","Daniels good-humored on comedy show: Indiana Gov. Mitch Daniels was a good sport Thursday when he appeared on T... http://bit.ly/XEWBFu "
"positive","Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is"
"negative","RT @MikeFerri: If @apple doesn't fix iOS5 this week, I'm buying a droid #emptythreats"
"negative","@apple you can suck it you and your fucking iPhones better be glad it's all I like cause the service Is fucking terrible"
"positive","Eric Arc Elliott may be the best rapper in Flatbush ZOMBiES."
"negative","Giants 3rd-round pick failed drug test at NFL Combine: Jayron Holsey knew it would hurt him bec... http://bit.ly/Jh1hcM  #newyork #sports"
"negative","Apple Can't Innovate or Manage Supply Chain: CUPERTINO, CA - OCTOBER 04: Apple CEO Tim Cook speaks at the event introducing the new i..."
"negative","Ohh i thought you said im who you want 5th text@Lyl_Bro: @_nenejackson @getmoneya1 It's Just Twitter & Why You Lurking *4th Tweet"
"positive","Patrick Roy's last game as a Canadien is one of the selections for this weekend's HNIC rewind."
"positive","Ice Cream Sandwich u r really delicious Can ditch iPhone for u that's for sure. #Google launches #Android4 aka #IceCreamSandwich :)"
"negative","Protest against the Mitch Daniels Purdue Presidential nomination tomorrow @ Loeb Theater 2:30 pm. Bring a friend! #SOAPurdue"
"positive","Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads http://t.co/ukWOKBGd @Apple"
"negative","I wish the Apple updater would stop trying to ram iTunes down my throat. I don't own a pissing iPhone @apple"
"positive","Microsoft explains new improvements in Windows 8 Start screen search: http://t.co/cxovk5WW #buildingwindows8 @buildwindows8 #tech #microsoft"
"negative","Why is #Google whoring for SAMSUNG? #ICS"
"positive","Another beauty of a day in Athens, Greece. I trust you'll have an exceptional Friday wherever in the world you are. Much love."
"negative","RT @sander_koers: #Google Apps vs. #Microsoft #Office 365: ""it is clear that Google Apps should be the top choice"" http://t.co/OySZmjVi #in"
"positive","Come out and have some laughs with Me, Spartacus, and Max at Caroline's Comedy Club this Wednesday October 24th!... http://fb.me/1XMD58SWs "
"positive","Just seen a taste of #Google's ice cream sandwich, now I want a bite"
"negative","DAMN YOU !!! @apple"
"positive"," SOUL TRAIN OCT 27 HALLOWEEN SPECIAL ft T.dot FINEST rocking the mic...CRAZY CACTUS NIGHT CLUB ..ADV ticket $10 wt out costume $15..."
"positive","Mmmm Ice Cream Sandwich #Android #Google"
"positive","@AP I hope they make sure to take care of Eli Manning, Giants Vs Pittsburgh on Sunday #NFL"
"negative","#Microsoft #Outlook #2011 for #Mac #sucks… #hate"
"negative","the glass may be rising, but it's not getting any warmer here, Lago del Desierto, Argentina http://tmblr.co/ZdR5KwWQChR0 "
"negative","RT @RoycinD: Face Unlock ! #ICS Literally knows your face! #Google #galaxynexus FAILED !"
"negative","@CletisStump All inmates settled for the night ... warden emotionally drained ... needs BIG hug and tucking in for the night"
"negative","@o0ToucH0o we dont care about Carling Cup! Save it for #Looserpool! Yeah we lose also i wont be crying all night long on wednesday night!"
"negative","Nokia employees still worried that Elop is a Microsoft mole http://t.co/n4Cpu3vj #microsoft #windows"
"negative","Ruby can't even take me to breakfast tomorrow :/ he dropped Harold Washington ."
"negative","So Aston Villa have a ""must win"" game against Norwich City tomorrow lunchtime. MUST WIN - how the mighty have fallen."
"negative","How #Apple eclipsed #Microsoft. http://t.co/WU9bFI1h"
"positive","I cut 6th period just so kevin didnt have to be in art by himself, im such a good friend!"
"negative","Awww hell. It was a black cop that shot the white student at South Alabama. Let's all go march naked in Mobile for Trayvon. I mean Gil."
"positive","Other than lemon tea&lemonade. Coke &Pepsi are my 2nd favorites. As unhealthy they are, i cant/wont stop drinking them,they're just so good"
"positive","@Apple iOS 5 is sweet! Notifications, phone search covers mail now, wifi sync, iCloud backup and integrated Twitter are all well done."
"positive","yumyumyum...I want Ice Cream Sandwich... #google #android"
"negative","http://goo.gl/LkocE  Visit to #Iran by five Euro MPs was called off Sat after Tehran refused to let them meet with a jailed activist"
"positive","Rehearsal wedding for my cuz @Chico_A_Dusty83 going on at pro bowl... Big day is TOMORROW!"
"negative","@BrianMincey @apple the chipsets tear through battery life. Coworker has a htc thunderbolt that he gets about 3 hours of life."
"negative","RT @businessuplift: Why #facebook and #google have got it wrong http://t.co/PDbF7H3f"
"positive","Happy Valentines Day <3 !!.....yes, in Brazil, it is celebrated on June 12. Your mind = blown !"
"positive","I am crazy about #iOS5 . The photo cropping is the best! @apple"
"negative","Staying in Tahrir Sq. was 'infringing on others' rights' by denying them to go to work. U didn't leave, did u? #OccupyAUC #AUCstrike (1/2)"
"positive","Good god the camera app in Icecream Sandwich is amazing.. and that camera is FAST!  #samsung #google #android #galaxyNexus"
"negative","RdM seriously believes last night proves Sunday's defeat was unjust? If anything, I'm surprised our first XI didn't twat you on Sunday."
"negative","They may have a SuperBowl in Dallas, but Dallas ain't winning a SuperBowl. Not with that quarterback and owner. @S4NYC @RasmussenPoll"
"positive","when 30 Seconds To Mars and MCR are dead and gone, I will kill myself because there will be no use for me on this earth."
"positive","Another Gem from #Microsoft - Curate your personal history with  ""Project Greenwich"".  Available later this month. http://t.co/KgNrbVgp"
"negative","#pakistan#news Procter and Gamble sales fall 6.7 %: P&G said net earnings in the quarter to September 30 fell to... http://bit.ly/VIiiGy "
"negative","What was @apple thinking making #Siri totally dependent on a network connection? Siri + @ATT = utter frustration."
"negative","#Twitter y #Facebook OFF"
"negative","From it's laughable file: #google will #encrypt #search results BUT only if U have ""logged in"" so they can maximize their #data #collection!"
"positive","@PurpleEndorphin: I WANT TANG JUN FOR CHRISTMAS. I want him on Valentines as well!!!"
"positive","cried for every episode of Dream High 2 starting from episode 13!!! T-T tomorrow i shall watch the last and final episode!"
"positive","May your life one day be as awesome as you pretend it is on Facebook- Will Ferrell"
"positive","@KValdez10 KAAAAARRRAAA... =))"
"positive","RT @MattyRiesz: @kathrynyee You were right, an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}"
"negative","Want to learn more tricks about your #arduino? Check out the latest @mbanzi tutorial here #RSArduino #makers #geek - http://ow.ly/evEQR "
"negative","Like @apple da fuck is this shit?  http://t.co/nb4DHlSg"
"positive","Delighted Mr Jenas is still one of our own. We're getting there boys and girls. #nffc"
"positive","Georgetown is the move tomorrow :)"
"positive","@rygurl you need an @apple iphone4S with Siri!"
"negative","Totally unproductive day with no access to #Microsoft Excel or Word, aaargh! Will be working late tonight after hubby fixes. #fingerscrossed"
"negative","Correction: @ Best Buy kudos to Chris @ Alamo Ranch S.A. TX-fixed issues couldn't resolve after 1/2 day w/ @ATT & @Apple. Hero of my day!"
"positive","YES we all know INDIO vs CV is tomorrow the BELL GAME. Its enough.!!"
"positive","Mizzou beats Kentucky 2-1! Tigers advance to face top-seed Florida in the semis on Friday at 6:30 p.m."
"negative","@NguyenTran24 when you have time you should FaceTime me.. So I can show you your god children.. #eggbabies"
"positive","#Google / #Samsung #Galaxy #Nexus #ICS press release is now done, I'll go back to my regular tweeting intervals now :) I WANT IT!"
"negative","@StevieY1 It is predicted that the Winter Classic and the All-Star game will be cancelled this upcoming Monday .. FUCK !!! #EndTheLockout"
"negative","Fabio Capello (Russia's head-coach) wishes Cristiano's injury was more serious. (Russia will play against Portugal tomorrow in the WCQ)"
"negative","Lost my SS shirt, so I'm just gonna wear my old SS jacket tomorrow instead ;b"
"positive","See? That is why you bunt with a runner at 2nd and nobody out. No matter who the hitter."
"negative","Anyone else having trouble with the (i)Pad #twitter app not updating @'s? I get notified but can't see them in the app."
"negative","How to know a shit bar!.. You get your arm stamped! If u wake up tomorrow with prints on your arm your a TWAT!"
"positive","#CFC @juanmata10 is the best of the Premier League! His overall EA Sports Player Performance Index score: 217. (1st place) #MataMagic"
"negative","My @Apple @macbook keyboard will not type :("
"positive","Mmm... #SmarterPhone RT @Android: Introducing Ice Cream Sandwich, the delicious new version of Android: http://t.co/AXl2K1Gs #ICS #google"
"positive","@TheReidReport & if the POTUS wins 2nd term isn't that NJ gov gonna go back to bashing him when his state is in better shape (2/2)"
"positive","Thank you snow for cancelling classes today. Now you may stop snowing, so that I can drive to Chapel Hill tomorrow. I'd really appreciate it"
"positive","@BenThePCGuy Only you can answer before I try! There's on WP8 a way to call 3rd p. apps? Like Intents on Android. I wanna switch to WP!"
"positive","if you LOVE to dance I hope to see you supporting this event. SATURDAY. all INFO on the flyer! http://fb.me/MjbUQWEj "
"negative","Reading The Sun and watching Jeremy Kyle. Where did it all go wrong? Better do some work. #ashamed"
"negative","I am very upset about and inconvenienced by this iphone update failed backup. @iphone @apple"
"positive","http://goo.gl/t658r  New #sexy comment about: TheEuropeanDream is available in Indianapolis: friday-sunday!"
"negative","@JamesDuffy01 of others...Jenelle may have made mistakes but she has time to change and be a better person...its too late for you...FUCKHEAD"
"negative","All this damn work I still haven't had the chance to call Martin about these poems. I have to do it tomorrow"
"negative","Hey @Apple...I know Steve Jobs died & all but my Twitter for iPad app keeps crashing...Fix it...NOW..please..lol -F.Light"
"negative","I never watch the Oscars, but with Seth MacFarlane hosting, I may have to actively campaign to get other people to not watch them either."
"positive","New Galaxy Nexus: OS Improvements -  Data Usage tools inbuilt #nexus #samsung #google #android bit.ly/nEJbyE"
"negative","Wow, worst @apple customer service experience ever. Arrogant and inept. Bad combo, Biltmore Apple store."
"negative","Today, April 17th (Palestinian Prisoner's day), is ironically the day Israel claimed it would release Khader Adnan. No action yet."
"negative","@apple thanks apple for ios 5 and losing all my contacts!"
"positive","WP7 is getting there: #Microsoft Claws Back to Smartphone Relevance: Rich Jaroslovsky - Bloomberg http://t.co/JIMML4RC via @BloombergNews"
"negative","Damn it @Apple!! Whatchu done to my phone??"
"positive","Gotta have me a boyfriend by December that way he'll be good & mended by time Valentine's Day get here! Lol! I need all that!!!"
"positive","#twitter i love you!"
"negative","@mashable @apple, iphones r 2 expensive. Most went w/ htc/galaxy. No customer loyalty w/phone comp.."
"positive","One word - #wow. RT @jldavid iPhone 4S First Weekend Sales Top Four Million: http://t.co/Zx5Pw0GT (via @apple)"
"positive","From which companies do you experience the best customer service aside from @zappos and @apple?"
"negative","OKC Thunder center Kendrick Perkins may miss the preseason due to a wrist injury"
"positive","YAY!!! We are front page on Will Ferrell's Funny or Die for the 24th time! Check it out!... http://fb.me/2uvQlqRcc "
"positive","Well we are VERY BUSY!!! I'm just too excited for tomorrow! CEBU HERE WE GO!"
"positive","I keep forgettin how much i really like #Twitter lol"
"negative","@apple So I went to the 5th Ave store and was told I could wait about 4 hours to get a 4S. Needless to say I'm back at the hotel relaxing."
"negative","People talkin shit just wait I'll be in Huntsville tomorrow !! Let me see you !!"
"positive","So This Saturday, Fort Canning with sweetheart(: okay can! Yay!!"
"positive","There you go - according to http://t.co/4Y8aS4zz #Google+ is builtin to the OS/Nexus line? Smart move :)"
"positive","I just remembered 'Niggas In Paris' is a song. DELIGHTED! What a SATURDAY! #positivetroll"
"positive","We're one of a few ""Featured Education Apps"" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z"
"negative","Navi rabbit in for spay on Tues and she's just had a phantom pregnancy. What timing. This means day of BunWatch and Raspberry Pi. No City :("
"positive","#IceCreamSandwich went way and beyond what I expected. Can't wait to get it on my Nexus to play with! #Google"
"positive","Niggas In Paris was playing in the waiting room at the clinic and this old lady sat tapping her walking stick and bobbing her head. So cute."
"positive","Is #Google Down? http://t.co/wFrzKYsN via @Ejunkie Good for #Bing, #Microsoft ’s investments paying off"
"positive","West Ham have scored eight times in Andy Carroll's three starts. He may not be scoring yet, but he's making it easier for others to score."
"negative","Been on hold with @apple customer service for 25 minutes. Wow, lt's like they're #timewarnercable."
"negative","Ecuador worried about Assange's health - Ecuador says it is concerned about the health of the Wikileaks founder, Jul... http://ow.ly/2sQS5S "
"positive","Brandon Weeden is going to be a player someday. He's not right now - Ron Jaworski just now on Sunday NFL Countdown #countdowntokickoff"
"negative","When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail"
"positive","October 17th - November 3rd, Don't miss the Company of Fools performance of The Woman In Black!! http://fb.me/1TeTIQ89t "
"positive","Tonight's the decider -- will I be at the Garden friday night for Knicks/Heat game 6? Here's hoping for a miracle..."
"positive","OMG the #Android 4.0 SDK is available NOW @ http://t.co/OeUrmtLX!! #Google"
"positive","Who is Richard Wright? Have Man City signed an amateur footballer?"
"negative","With all Benson's attention, Frankie feels like a forgotten stepchild. Lets 'founding father' him so he know we will never forget 2nd place."
"negative","Post of the night: Anonymous (ID: ExcV6jkR) 11/02/12(Fri)00:52:39 No.434329650 This thread is like watching a monkey fuck a coconut"
"positive","Well at least the @apple store has amazing call waiting music! #need4s"
"positive","Just apply for a job at @Apple, hope they call me lol"
"positive","@Strombo Happy Thursday! Enjoyed the show so much last night watched 4x. #Thankyoutimeshifting!! Have a great day my Greek!"
"positive","RT @bestpantsTen: http://t.co/P4m8xvaz #iPads less desired than #Windows tablets, says study #Apple #Microsoft #MS"
"positive","Muse on Jonathan Ross brilliant. We have some exciting news about Muse to announce Monday from Gotham Records"
"positive","Flight starring Denzel Washington was a good ass movie go see it tomorrow when it comes out"
"negative","Only thing bad about the new @canon camera is that it has two compact flash cards... not one of SD. SD goes in my @apple computer. Damn you!"
"positive","Richie Hawtin - Monday Night - Buffalo Town Ballroom - Don't miss it!"
"positive","I'm so ready for Ice Cream Sandwich! #ICS #Nexus #Google #Android #SiriWho? http://t.co/Cjonncvk @GetGlue #Android"
"negative","I'm so ready for Ice Cream Sandwich! #ICS #Nexus #Google #Android #SiriWho? http://t.co/Cjonncvk @GetGlue #Android"
"positive","Egypt&#039;s President Mohamed Morsi on Monday pardoned all those arrested between the start of the revolution t ... http://tf.to/a6fGu "
"negative","Ouch, crash and burn. #Android facial recognition in #IceCreamSandwich didn't work during the presentation. http://t.co/6vsasZyT #Google"
"negative","omg the music video comes out tomorrow! Btw I still can't get over Harry's voice :') http://www.youtube.com/watch?v=6wBzR7zhA0g&feature=youtube_gdata_player …"
"negative","Why book @Apple Genius Bar if after 2.5 hours you still can't be served. Disappointing Apple Store Sydney. #thanksfornothing"
"negative","We need dates! #google #samsung #launchfail"
"positive","I have the same birthday as both Anderson Cooper and Nadal. June 3rd is an awesome day I guess!"
"negative","RT @JDougyJ: hey @apple do you wanna fix my fucking playlist order, you piece of shit"
"negative","#tech Apple CEO apologizes for error-ridden new map app - Apple CEO Tim Cook apologized Friday for the company&#039;... http://ow.ly/2spRUc "
"negative","I did the best of everyone who failed - Bill Gate #Microsoft"
"positive","Dinner with my dad. And tony Parker with a last second game winning shot. What a great night...just in time to be ruined by 300s tomorrow..."
"positive","So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!"
"positive","The new android #Nexus phone makes the #iPhone look like a cheap toy at dollar store! #tcot #android #google #RealEstate @Burkepatch"
"positive","If the Steelers play as good as they did Sunday I say keep the Bee uniforms on all the way to the Superbowl #steelers"
"positive","@ollyofficial have you filmed Jonathan Ross yet??? Can't wait to see it on sat! :) xxx"
"positive","Slick beam capabilities included in Android 4.0. Touch 2 devices together and select ""Beam"" and content is transferred #Google #Android #ICS"
"negative","You know what, i dont give a shit about tomorrow YOLO"
"positive","I'm excited for TRUNK OR TREAT tomorrow (Nov 2) night at the Boys and Girls Club in Pottstown. It will start at... http://fb.me/1n0uS0hGd "
"positive","Wish I could make that trip to Athens on Tuesday @iCaptainMorgan"
"negative","Unmindful Ballmer, collects half a billion, doesn't say thank you.  http://t.co/lwtpXejo #android #google #microsoft"
"positive","1. Noel Fielding comedy gala tonight :) 2. Work all day tomorrow 3. Granny Smith festival that night"
"positive","RT @TreyHob21: #twitter gives everyone that voice that they believe should be heard by people... unlike real life... lol"
"positive","Mango shows #Microsoft still has the taste for smartphone success http://t.co/AFm8VSMm  #wp7 #mango"
"negative","New #Halo4 gameplay trailer: http://bit.ly/UCzR9z  #AnAncientEvilAwakens"
"positive","Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple."
"positive","[GReader Share] Five Reasons Why Google is Winning the War in Photosharing  http://t.co/coQCLb9R - #photography #fotografia #google+"
"positive","Northern Lights Sale on Thursday; great pedigrees all the way through the catalogue! Genomics the full packages! View catalogue online!"
"negative","Niggas was really on some 10th grade shit tonight"
"negative","centre for social justice report on Gangs - one year after the riots. http://www.centreforsocialjustice.org.uk/client/images/Gangs%20Report.pdf … #d policy may have exacerbated problems."
"negative","Happy Valentine's Day is trending? ?? But... it's not even February?"
"negative","It's fucking Friday! So it's only right to bump ""Friday"" by Flatbush Zombies at ignorant levels"
"positive","Beautiful morning in Wales clear clod and frosty if it wasn't for the 1000ft 30kts wind I would be flying #bitfastthat"
"positive","#google #galaxynexus #icecream great"
"negative","i miss my bestfriend,Octaveia, my cousin ,April .. my bestie,Kaliyah, Tricey, Dasia,Mikia,& the other people i miss with at Richwood !!"
"negative","It would be great If @Apple would send my new phone. #frustrated"
"positive","RT @ahhfuckitsguss: #twitter can be so useful on letting out your feeling when you cant in the real world ."
